,aid,themes,scores,title,types,year,directors,thems_map
810,ojtef164ju7f3rx,"['困境与挑战', '真爱与选择', '搞笑元素', '勇敢与决心', '友谊', '持之以恒']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",道亦有道,['奇幻' '喜剧' '动作'],2017,['廖小飞'],"['生存与挑战', '真爱与选择', '搞笑', '勇敢与决心', '友谊', '持之以恒']"
811,au0m60tdjavfriw,"['忠诚与信任', '江湖武侠', '真爱与选择', '团结与合作', '勇敢与决心']","[10.0, 9.0, 8.0, 7.0, 6.0]",七剑下天山之修罗眼,['奇幻' '武侠' '爱情' '古装'],2019,['蓝志伟'],"['忠诚与信任', '江湖武侠', '真爱与选择', '团结与合作', '勇敢与决心']"
812,x3vk9hecwapvl5s,"['勇敢与决心', '牺牲与奉献', '团结与合作', '挑战与冒险', '警察与犯罪', '生死抉择与奋斗']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",绝岭雄风,['惊悚' '冒险' '动作'],1993,['雷尼·哈林'],"['勇敢与决心', '牺牲和奉献', '团结与合作', '挑战与冒险', '警察与犯罪', '生死抉择']"
813,og3aojlettojsad,"['反恐精英', '困境与挑战', '忠诚与信任', '犯罪与惩罚', '保护国家利益', '勇敢与决心']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",巴黎危机,['悬疑' '剧情' '犯罪' '动作'],2016,['詹姆斯·瓦特金斯'],"['反恐精英', '生存与挑战', '忠诚与信任', '犯罪与惩罚', '保护国家利益', '勇敢与决心']"
814,mzc00200sq680j2,"['父女关系', '探索与冒险', '神秘力量', '生死抉择与奋斗']","[10.0, 9.0, 8.0, 7.0]",藏地奇兵,['悬疑' '冒险' '剧情' '动作'],2022,['张著麟' '李希杰' '温子迅'],"['父子关系', '挑战与冒险', '古代文明与神秘力量', '生死抉择']"
815,brwg1sm4xfwk5h1,"['生物突变', '惊悚氛围']","[9.0, 8.0]",蜈蚣,['恐怖' '动作' '惊悚' '科幻' '冒险'],2004,['Gregory Gieras'],"['生物突变', '惊悚氛围']"
816,uw2miiet0dcxld7,"['生物突变', '团结与合作', '环境保护', '机器人格斗', '挑战与冒险', '科技与未来']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",环大西洋2：重生,['科幻' '动作'],2018,['贾瑞德·科恩'],"['生物突变', '团结与合作', '环境保护', '机器人格斗', '挑战与冒险', '科技与未来']"
817,mzc00200ndn3td9,"['复仇与正义', '犯罪与惩罚', '悬疑与谜题', '真相与谎言', '警察与犯罪']","[10.0, 9.0, 8.0, 7.0, 6.0]",蛛丝马迹,['惊悚' '剧情' '犯罪'],2021,['约翰·李·汉考克'],"['复仇与正义', '犯罪与惩罚', '悬疑解谜', '真相与谎言', '警察与犯罪']"
818,vhilxy2artzt8a5,"['团结与合作', '勇敢与决心', '牺牲与奉献', '政治与权力', '战争与和平', '挑战与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",300勇士：帝国崛起,['战争' '剧情' '动作'],2014,['诺姆·穆罗'],"['团结与合作', '勇敢与决心', '牺牲和奉献', '政治与权力', '战争与和平', '挑战与冒险']"
819,aw5x0yrons77ng1,"['女性力量与平等', '成长与自我发现', '真爱与选择', '信任和诚实', '忠诚与信任', '生活与选择']","[9.0, 8.0, 7.0, 6.0, 6.0, 5.0]",整容日记,['喜剧' '爱情' '搞笑'],2014,['林爱华'],"['女性力量与平等', '成长与自我发现', '真爱与选择', '信任和诚实', '忠诚与信任', '真爱与选择']"
820,7eacs2dma9tvs54,"['反腐斗争', '警察与犯罪', '犯罪与惩罚', '忠诚与信任']","[10.0, 9.0, 9.0, 8.0]",反贪风暴,['犯罪' '剧情' '动作'],2014,['林德禄'],"['反腐斗争', '警察与犯罪', '犯罪与惩罚', '忠诚与信任']"
821,f0qjcexig8rjzpo,"['亲情与成长', '勇敢与决心', '团结与合作', '科技与未来', '梦想与奋斗', '环保意识']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",长江七号,['冒险' '喜剧' '科幻' '搞笑'],2008,['周星驰'],"['亲情与成长', '勇敢与决心', '团结与合作', '科技与未来', '梦想与现实', '环保意识']"
822,tyxha27sasikn8c,"['反腐斗争', '忠诚与信任', '犯罪与惩罚', '警察与犯罪', '牺牲和奉献', '挑战与冒险']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]",扫毒,['悬疑' '剧情' '犯罪' '动作'],2013,['陈木胜'],"['反腐斗争', '忠诚与信任', '犯罪与惩罚', '警察与犯罪', '牺牲和奉献', '挑战与冒险']"
823,hg4vd61z5r1qquh,"['牺牲和奉献', '保护与牺牲', '犯罪与惩罚', '忠诚与信任', '挑战与冒险']","[9.0, 9.0, 8.0, 8.0, 7.0]",私人保镖,['犯罪' '剧情' '动作'],1992,['王君正'],"['牺牲和奉献', '保护与牺牲', '犯罪与惩罚', '忠诚与信任', '挑战与冒险']"
824,r4olb7avzneorp0,"['恶搞与搞笑', '恐怖传说', '悬疑与谜题', '犯罪与惩罚']","[10.0, 9.0, 8.0, 7.0]",鬼三惊2,['恐怖' '搞笑' '悬疑' '惊悚' '犯罪'],2014,['帕帝邦苏考' '卡洛堤奈金塔隆' '罗宁提姆'],"['恶搞与搞笑', '恐怖传说', '悬疑解谜', '犯罪与惩罚']"
825,fvzsd8r3sn3nzcs,"['战争与和平', '勇敢与决心', '牺牲和奉献', '家族支持与励志', '团结和支持', '决策与后果']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",地雷区,['战争' '剧情' '历史'],2015,['马丁·赞里维特'],"['战争与和平', '勇敢与决心', '牺牲和奉献', '家族支持与励志', '团结和支持', '决策与后果']"
826,diqd53y1nkovi2u,"['困境与挑战', '复仇与正义', '犯罪与惩罚', '警察与犯罪', '家族恩怨', '真相与谎言']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",惊天大逆转,['悬疑' '剧情' '犯罪' '动作'],2016,['李骏'],"['生存与挑战', '复仇与正义', '犯罪与惩罚', '警察与犯罪', '家族恩怨', '真相与谎言']"
827,mzc00200iowe8bq,"['困境与挑战', '团结与合作', '勇敢与决心', '古代文明与神秘力量', '探索与冒险']","[10.0, 8.0, 7.0, 6.0, 5.0]",龙窟寻宝,['奇幻' '冒险' '剧情' '动作'],2021,['刘春'],"['生存与挑战', '团结与合作', '勇敢与决心', '古代文明与神秘力量', '挑战与冒险']"
828,mzc00200ai2qmoa,"['家庭友好', '成长与自我发现', '友谊', '勇敢与决心', '文化传承']","[10.0, 9.0, 9.0, 8.0, 7.0]",高卢英雄：魔法的秘密,['奇幻' '动画'],2018,['亚历山德拉·阿斯提耶尔' '路易斯·克里希'],"['家庭友好', '成长与自我发现', '友谊', '勇敢与决心', '文化与传承']"
829,mzc00200k19v28s,"['真爱与选择', '生命和死亡']","[10.0, 9.0]",我爱你！,['剧情' '爱情'],,['韩延'],"['真爱与选择', '生命和死亡']"
830,ovbdx5uq46n2t8d,"['团结与合作', '忠诚与信任', '友谊与背叛', '笑料百出', '江湖武侠']","[10.0, 9.0, 8.0, 7.0, 6.0]",双龙会,['喜剧' '动作'],1992,['徐克' '林岭东'],"['团结与合作', '忠诚与信任', '信任与背叛', '笑料百出', '江湖武侠']"
831,0w0zgqo2jmpenhf,"['民族自尊', '神话与传说', '家族支持与励志', '神秘氛围', '家庭与团圆', '江湖武侠']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",风语咒,['剧情' '奇幻' '亲情' '武侠' '动画'],2018,['刘阔'],"['民族自尊', '神话与传说', '家族支持与励志', '神秘氛围', '家庭与团圆', '江湖武侠']"
832,mzc00200awptjbk,"['人工智能', '保护与牺牲', '科技与未来']","[10.0, 9.0, 8.0]",梅根,['惊悚' '恐怖' '科幻'],,['热拉尔·约翰斯通'],"['人工智能', '保护与牺牲', '科技与未来']"
833,vb7zydkc1n8cj4o,"['团结与合作', '勇敢与决心', '挑战与冒险', '友谊', '爱心与关怀']","[10.0, 9.0, 9.0, 8.0, 7.0]",哆啦A梦：大雄的金银岛,['奇幻' '儿童' '家庭' '冒险' '动画'],2018,['今井一晓'],"['团结与合作', '勇敢与决心', '挑战与冒险', '友谊', '亲情与关怀']"
834,aggiy0qv89a47k3,"['人与机器的界限', '团结与合作']","[9.0, 8.0]",猩球崛起,['剧情' '科幻' '动作'],2011,['鲁伯特·瓦耶特'],"['人类与机器人的关系', '团结与合作']"
835,mzc00200mq6uu4i,"['生存与挑战', '灾难与生存', '惊悚氛围', '保护与牺牲', '团结与合作']","[10.0, 9.0, 9.0, 8.0, 7.0]",狂鳄,['灾难' '惊悚'],2021,['颜光兴' '梁自立'],"['生存与挑战', '灾难与生存', '惊悚氛围', '保护与牺牲', '团结与合作']"
836,r6hc2kqgvnmiejn,"['成长与自我发现', '忠诚与信任', '勇敢与决心', '家庭友好', '真爱与选择']","[10.0, 9.0, 9.0, 8.0, 8.0]",阿甘正传,['剧情' '爱情' '战争' '喜剧' '励志'],1994,['罗伯特·泽米吉斯'],"['成长与自我发现', '忠诚与信任', '勇敢与决心', '家庭友好', '真爱与选择']"
837,ordx2gh5t7x0o04,"['家庭友好', '恶搞与搞笑', '动物主题', '成长与自我发现', '友谊与背叛']","[10.0, 9.0, 8.0, 7.0, 6.0]",逗鸟外传：萌宝满天飞,['搞笑' '奇幻' '喜剧' '家庭' '冒险' '动画'],2016,['尼古拉斯·斯托勒' '道格·斯威特兰德'],"['家庭友好', '恶搞与搞笑', '动物主题', '成长与自我发现', '信任与背叛']"
838,719xhxkl9qdp267,"['生活与选择', '贪婪与道德', '犯罪与惩罚', '挑战与冒险', '人性的挣扎', '生死抉择与奋斗']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",无人区,['西部' '犯罪'],2013,['宁浩'],"['真爱与选择', '暴力与道德', '犯罪与惩罚', '挑战与冒险', '人性挣扎', '生死抉择']"
839,rtxppsa2dqxd6ok,"['恶搞与搞笑', '真爱与选择', '团结与合作']","[9.0, 8.0, 7.0]",擦枪走火,['喜剧' '爱情'],2014,['周伟'],"['恶搞与搞笑', '真爱与选择', '团结与合作']"
840,8zloeajd5b34gw0,['生物突变'],[10.0],巨鳄,['惊悚'],2006,['Simon·X·Rost'],['生物突变']
841,s6xugjdjkqyf7hg,"['女性力量与平等', '成长与自我发现', '真爱与选择', '困境与挑战', '坚持与信念']","[9.0, 8.0, 8.0, 7.0, 7.0]",女神.Angela,['剧情' '爱情'],2017,['刘力嘉'],"['女性力量与平等', '成长与自我发现', '真爱与选择', '生存与挑战', '坚持与信念']"
842,mzc00200e2mef37,"['生死抉择与奋斗', '真相与谎言', '恐怖氛围', '生存与挑战']","[10.0, 9.0, 8.0, 6.0]",恐怖游轮,['悬疑' '惊悚' '剧情' '恐怖'],2009,['克里斯托弗·史密斯'],"['生死抉择', '真相与谎言', '恐怖氛围', '生存与挑战']"
843,p23rohsggrrcgdz,"['犯罪与惩罚', '忠诚与信任', '警察与犯罪', '生死抉择与奋斗']","[9.0, 8.0, 8.0, 7.0]",烈日灼心,['悬疑' '剧情' '犯罪'],2015,['曹保平'],"['犯罪与惩罚', '忠诚与信任', '警察与犯罪', '生死抉择']"
844,ra1dhxmhz872ry8,"['武术精神', '民族自尊', '恩怨情仇', '师徒关系', '传奇人物']","[10.0, 9.0, 9.0, 8.0, 7.0]",叶问3,['传记' '剧情' '动作' '武侠' '历史'],2015,['叶伟信'],"['武术精神', '民族自尊', '恩怨情仇', '师徒关系', '传奇人物']"
845,t8hibdvu0oqa7qx,"['科技与未来', '机器人格斗', '生物突变', '团结与合作', '挑战与冒险']","[10.0, 9.0, 9.0, 8.0, 8.0]",超级鲨大战机器鲨,['科幻'],2014,['Emile Edwin Smith'],"['科技与未来', '机器人格斗', '生物突变', '团结与合作', '挑战与冒险']"
846,l55uzpo7mlkh9pm,"['爱国主义', '民族自尊', '战争与和平', '牺牲和奉献', '团结与合作', '勇敢与决心']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",决战之后（上）,['战争' '剧情'],1991,['李前宽' '肖桂云'],"['爱国主义', '民族自尊', '战争与和平', '牺牲和奉献', '团结与合作', '勇敢与决心']"
847,ye5d39ow0nj0i4j,"['真爱与选择', '暴力与道德', '犯罪与惩罚', '挑战与冒险']","[10.0, 9.0, 9.0, 8.0]",燃烧,['犯罪' '冒险' '爱情' '动作'],2013,['丹尼尔·卡尔帕索罗'],"['真爱与选择', '暴力与道德', '犯罪与惩罚', '挑战与冒险']"
848,mzc002006y88y5y,"['正义与冤屈', '坚持与信念', '真相与谎言', '人性与道德', '亲情与牺牲']","[10.0, 9.0, 8.0, 7.0, 6.0]",追凶十九年,['悬疑' '剧情' '犯罪'],2019,['徐翔云'],"['正义与清明', '坚持与信念', '真相与谎言', '暴力与道德', '保护与牺牲']"
849,mzc00200ow0gauq,"['生死抉择与奋斗', '灾难与生存', '团结与合作', '环境保护', '挑战与冒险', '科技与未来']","[10.0, 10.0, 9.0, 8.0, 7.0, 6.0]",巨兽来袭2,['悬疑' '灾难'],2021,['苗金光'],"['生死抉择', '灾难与生存', '团结与合作', '环境保护', '挑战与冒险', '科技与未来']"
850,jv5argookgzarh0,"['困境与挑战', '勇敢与决心', '团结与合作', '成长与自我发现', '信任和诚实', '家庭友好']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",小鬼当家,['搞笑' '喜剧' '儿童' '家庭' '犯罪'],1990,['克里斯·哥伦布'],"['生存与挑战', '勇敢与决心', '团结与合作', '成长与自我发现', '信任和诚实', '家庭友好']"
851,8gw3uswncneb9l2,"['爱国主义', '民族自尊', '勇敢与决心', '保护与牺牲', '团结与合作', '战争与和平']","[10.0, 9.0, 8.0, 8.0, 8.0, 7.0]",铁道卫士,['战争' '剧情' '动作'],1960,['方荧'],"['爱国主义', '民族自尊', '勇敢与决心', '保护与牺牲', '团结与合作', '战争与和平']"
852,zxolejpeqkirbb0,"['勇敢与决心', '父子/父女', '团结与合作', '爱国主义', '战争与和平', '忠诚与信任']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",光荣之路,['战争' '剧情'],1957,['斯坦利·库布里克'],"['勇敢与决心', '父子/父女', '团结与合作', '爱国主义', '战争与和平', '忠诚与信任']"
853,ve0z5177mvb1gy9,"['家族恩怨', '忠诚与背叛', '黑帮与权力斗争', '犯罪与惩罚', '勇敢与决心', '友谊与背叛']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",龙城岁月,['犯罪' '惊悚' '剧情' '动作'],2005,['杜琪峰'],"['家族恩怨', '信任与背叛', '黑帮与权力斗争', '犯罪与惩罚', '勇敢与决心', '信任与背叛']"
854,mzc00200dwv81we,"['家庭矛盾', '亲情与成长', '恶搞与搞笑']","[10.0, 9.0, 8.0]",有钱特烦恼,['喜剧' '家庭'],2020,['王海波'],"['家庭矛盾', '亲情与成长', '恶搞与搞笑']"
855,3tjk4cxrrhzush8,"['困境与挑战', '真相与谎言', '恶搞与搞笑', '友谊', '悬疑氛围']","[10.0, 9.0, 8.0, 8.0, 7.0]",无底洞,['悬疑' '剧情' '喜剧'],2011,['江涛'],"['生存与挑战', '真相与谎言', '恶搞与搞笑', '友谊', '悬疑氛围']"
856,6qll7ptefwubgtu,"['反腐斗争', '犯罪与惩罚', '警察与犯罪', '勇敢与决心', '持之以恒', '真相与谎言']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",跟踪追击,['剧情' '犯罪'],1963,['卢钰'],"['反腐斗争', '犯罪与惩罚', '警察与犯罪', '勇敢与决心', '持之以恒', '真相与谎言']"
857,mzc002001rrrtyt,"['神秘氛围', '探索与冒险', '古代文明与神秘力量', '真相与谎言', '团结与合作', '勇敢与决心']","[10.0, 9.0, 9.0, 8.0, 8.0, 8.0]",秘境古兽,['奇幻' '悬疑' '剧情' '冒险'],2020,['董伟'],"['神秘氛围', '挑战与冒险', '古代文明与神秘力量', '真相与谎言', '团结与合作', '勇敢与决心']"
858,mzc00200wm0eu28,"['道教主题', '神话与传说', '降龙降世', '济公', '中国文化', '冒险与挑战']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",济公之降龙降世,['奇幻' '冒险' '动画'],2021,['刘志江' '乔彧'],"['道教主题', '神话与传说', '降龙降世', '济公', '中国文化', '生存与挑战']"
859,mzc0020049otqyv,"['民族文化', '神话与传说', '真爱与选择', '传统与现代', '善恶抉择', '亲情与成长']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",狐妖小红娘·月红2,['奇幻' '剧情' '动画' '爱情'],2021,['刘向东' '宇田钢之介'],"['民族文化', '神话与传说', '真爱与选择', '传统与现代', '善恶抉择', '亲情与成长']"
860,bzhzppxdqsv6sr0,"['成长与自我发现', '友谊与团队精神', '勇敢与冒险', '神奇动物与魔法世界', '家庭友好', '环境保护']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",神秘世界历险记4,['奇幻' '喜剧' '儿童' '家庭' '动画'],2018,['王云飞'],"['成长与自我发现', '友谊与团结', '勇敢与决心', '神奇动物与魔法世界', '家庭友好', '环境保护']"
861,mzc00200eyaedxh,"['友情', '成长与自我发现', '探索与冒险', '团结与合作', '家庭友好', '神奇动物与魔法世界']","[10.0, 9.0, 9.0, 8.0, 7.0, 6.0]",宝可梦：皮卡丘和可可的冒险,['冒险' '剧情' '动画'],2020,['矢岛哲生'],"['友情', '成长与自我发现', '挑战与冒险', '团结与合作', '家庭友好', '神奇动物与魔法世界']"
862,ejks6d82begz8w7,"['忠诚与信任', '恩怨情仇', '江湖武侠', '勇敢与决心']","[10.0, 9.0, 8.0, 7.0]",江湖情2：英雄好汉,['犯罪' '剧情' '动作'],1987,['黄泰来'],"['忠诚与信任', '恩怨情仇', '江湖武侠', '勇敢与决心']"
863,b6j00wpgat7dp2q,"['忠诚与信任', '勇敢与决心', '团结与合作', '反腐斗争', '犯罪与惩罚', '警察与犯罪']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",特高课在行动,['悬疑' '剧情' '犯罪'],1981,['李育才' '金音'],"['忠诚与信任', '勇敢与决心', '团结与合作', '反腐斗争', '犯罪与惩罚', '警察与犯罪']"
864,5oy778gc6ua4h70,"['正义与法律', '舆论压力', '真相与谎言', '法律伦理', '责任与担当', '社会问题']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",全民目击,['悬疑' '剧情' '犯罪'],2013,['非行'],"['正义与清明', '舆论压力', '真相与谎言', '法律伦理', '责任与担当', '社会问题']"
865,73xgax4iau11tnu,"['家庭友好', '亲情疏远', '恶搞与搞笑', '团结与合作']","[10.0, 9.0, 8.0, 8.0]",七月八月,['剧情' '喜剧' '亲情' '家庭'],2016,['Diastème'],"['家庭友好', '亲情疏远', '恶搞与搞笑', '团结与合作']"
866,zwqybzsk6m1ahnx,"['家庭矛盾', '生活与选择', '恶搞与搞笑', '成长与自我发现', '困境与挑战']","[10.0, 9.0, 8.0, 7.0, 6.0]",背靠背，脸对脸,['剧情' '喜剧'],1994,['黄建新' '杨亚洲'],"['家庭矛盾', '真爱与选择', '恶搞与搞笑', '成长与自我发现', '生存与挑战']"
867,6pf2mpya36yu5fd,"['灾难与生存', '困境与挑战', '生死抉择与奋斗', '团结与合作', '勇气与决心', '环保意识']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",超强台风,['灾难' '剧情' '科幻'],2008,['冯小宁'],"['灾难与生存', '生存与挑战', '生死抉择', '团结与合作', '勇敢与决心', '环保意识']"
868,eafty5tebqhfygp,"['复仇与正义', '警察与犯罪', '犯罪与惩罚', '追击与逃亡']","[10.0, 9.0, 9.0, 8.0]",冷血追击,['悬疑' '剧情' '犯罪' '动作'],2019,['汉斯·皮特·莫郎'],"['复仇与正义', '警察与犯罪', '犯罪与惩罚', '追击与逃亡']"
869,u14vapl0xrpnke0,"['责任与担当', '挑战与冒险', '战争与和平', '政治与权力', '忠诚与信任']","[10.0, 9.0, 8.0, 8.0, 7.0]",乱,['战争' '剧情' '历史' '动作'],1985,['黑泽明'],"['责任与担当', '挑战与冒险', '战争与和平', '政治与权力', '忠诚与信任']"
870,r6ri9qkcu66dna8,"['团结与合作', '忠诚与信任', '家国情怀', '江湖武侠', '神秘氛围', '挑战与冒险']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",狄仁杰之四大天王,['动作' '奇幻' '悬疑' '武侠' '古装'],2018,['徐克'],"['团结与合作', '忠诚与信任', '家国情怀', '江湖武侠', '神秘氛围', '挑战与冒险']"
871,o6pxpi7ikjosc7y,"['复仇与正义', '友谊与背叛', '犯罪与惩罚', '爱情与选择', '忠诚与信任', '生死抉择与奋斗']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",霹雳神偷,['剧情' '爱情' '动作' '惊悚' '犯罪'],1993,['拉塞尔·穆卡希'],"['复仇与正义', '信任与背叛', '犯罪与惩罚', '真爱与选择', '忠诚与信任', '生死抉择']"
872,b6mser4rir2b61k,"['搞笑', '团结与合作', '忠诚与信任', '犯罪与惩罚', '勇敢与决心', '友谊']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",赤焰战场2,['喜剧' '搞笑' '犯罪' '动作'],2013,['迪恩·派瑞萨特'],"['恶搞与搞笑', '团结与合作', '忠诚与信任', '犯罪与惩罚', '勇敢与决心', '友谊']"
873,rz7x3oii2cafdnb,"['成长与自我发现', '友谊', '勇敢与决心', '困境与挑战', '生活与选择', '家庭友好']","[9.0, 8.0, 8.0, 7.0, 7.0, 6.0]",三毛流浪记,['剧情' '喜剧' '儿童'],1949,['严恭' '赵明'],"['成长与自我发现', '友谊', '勇敢与决心', '生存与挑战', '真爱与选择', '家庭友好']"
874,mzc00200q4ecz7x,"['神话与传说', '恶搞与搞笑', '爱情']","[10.0, 9.0, 8.0]",八岐大蛇,['喜剧' '爱情' '动作'],2020,['殷博'],"['神话与传说', '恶搞与搞笑', '爱情']"
875,ta5ctd75nz6s150,"['责任与担当', '黑暗势力']","[9.0, 8.0]",灵魂战车,['奇幻' '惊悚' '动作' '科幻'],2007,['马克·斯蒂文·约翰逊'],"['责任与担当', '黑暗势力']"
876,mzc00200ipatcyv,"['神话与传说', '神秘氛围', '真爱与选择', '文化与传承', '保护与牺牲']","[10.0, 9.0, 8.0, 7.0, 6.0]",人鱼缚,['奇幻' '剧情' '爱情' '古装'],2020,['任英健'],"['神话与传说', '神秘氛围', '真爱与选择', '文化与传承', '保护与牺牲']"
877,x6soep7wq53j8ym,"['团结与合作', '勇敢与决心', '挑战与冒险', '责任与担当', '反恐精英', '忠诚与信任']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]",极限特工2,['惊悚' '冒险' '犯罪' '动作'],2005,['李·塔玛霍瑞'],"['团结与合作', '勇敢与决心', '挑战与冒险', '责任与担当', '反恐精英', '忠诚与信任']"
878,mzc00200z2t2vy4,"['责任与担当', '挑战与冒险', '犯罪与惩罚', '真爱与选择', '勇敢与决心']","[10.0, 9.0, 8.0, 7.0, 6.0]",生死下一秒,['犯罪' '剧情' '爱情' '动作'],2021,['杨玉川'],"['责任与担当', '挑战与冒险', '犯罪与惩罚', '真爱与选择', '勇敢与决心']"
879,vwq7gmy475harwj,"['责任与担当', '勇敢与决心', '科技与未来', '人与机器的界限', '成长与自我发现']","[10.0, 9.0, 8.0, 7.0, 6.0]",绿巨人2,['科幻' '冒险' '动作' '惊悚'],2008,['路易斯·莱特里尔'],"['责任与担当', '勇敢与决心', '科技与未来', '人类与机器人的关系', '成长与自我发现']"
880,rk4a9f0ho37siky,"['团结与合作', '友谊', '搞笑', '成长与自我发现', '勇气和冒险']","[10.0, 9.0, 8.0, 7.0, 6.0]",愤怒的小鸟2,['冒险' '喜剧' '动画' '搞笑'],2019,['图鲁普·范·奥尔曼'],"['团结与合作', '友谊', '恶搞与搞笑', '成长与自我发现', '勇气和冒险']"
881,3vcj7tc5m4qax71,"['黑帮与权力斗争', '忠诚与信任', '犯罪与惩罚', '暴力与道德', '友谊与背叛', '正义与法律']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",O记三合会档案,['剧情' '犯罪' '动作'],1999,['霍耀良'],"['黑帮与权力斗争', '忠诚与信任', '犯罪与惩罚', '暴力与道德', '信任与背叛', '正义与清明']"
882,l8r3gm1zzu5u3nk,"['家族支持与励志', '真爱与选择', '责任与担当', '环保意识', '团结与合作', '神秘力量']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",海王,['奇幻' '冒险' '科幻' '动作'],2018,['温子仁'],"['家族支持与励志', '真爱与选择', '责任与担当', '环保意识', '团结与合作', '古代文明与神秘力量']"
883,aob4q0nuy90mldx,"['人与怪兽的界限', '神秘力量', '环境与自然', '生物突变', '惊悚氛围', '生存挑战']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",怪兽之瞳,['惊悚' '恐怖' '科幻'],2007,['加里·叶茨'],"['人与机器的界限', '古代文明与神秘力量', '环境与自然', '生物突变', '惊悚氛围', '生存与挑战']"
884,xuy45yvwdgajywr,"['家庭矛盾', '亲情与成长', '忠诚与背叛', '社会阶层', '犯罪与惩罚', '道德抉择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",小偷家族,['剧情' '家庭' '亲情' '犯罪'],2018,['是枝裕和'],"['家庭矛盾', '亲情与成长', '信任与背叛', '社会阶层', '犯罪与惩罚', '道德抉择']"
885,jl3prcsiw08u6hs,"['勇敢与决心', '恩怨情仇', '友谊与背叛', '武术精神', '搞笑']","[10.0, 9.0, 8.0, 7.0, 6.0]",飞龙再生,['奇幻' '惊悚' '喜剧' '动作'],2003,['陈嘉上'],"['勇敢与决心', '恩怨情仇', '信任与背叛', '武术精神', '恶搞与搞笑']"
886,19rwnlqtt7m9ray,"['家庭矛盾', '亲情与成长', '勇气和冒险', '艰苦环境', '真爱与选择', '生活与选择']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]",筏子客,['剧情' '西部' '爱情'],1992,['姚守岗'],"['家庭矛盾', '亲情与成长', '勇气和冒险', '艰苦环境', '真爱与选择', '真爱与选择']"
887,6sj522tgplnw8no,"['政治与权力', '民族自尊', '责任与担当', '科技与未来', '家族恩怨', '勇敢与决心']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",黑豹,['冒险' '剧情' '科幻' '动作'],2018,['瑞恩·库格勒'],"['政治与权力', '民族自尊', '责任与担当', '科技与未来', '家族恩怨', '勇敢与决心']"
888,mzc0020035tt9q9,"['家族恩怨', '真相与谎言', '惊悚氛围', '身份迷失', '犯罪与惩罚']","[10.0, 9.0, 8.0, 7.0, 6.0]",回廊亭,['悬疑' '犯罪' '爱情'],2022,['来牧宽'],"['家族恩怨', '真相与谎言', '惊悚氛围', '身份迷失', '犯罪与惩罚']"
889,mhlbtowistsoc5i,"['黑帮与权力斗争', '犯罪与惩罚', '忠诚与信任', '正义与法律', '欲望与道德', '贪婪与道德']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]",杀戮赌场,['剧情' '犯罪'],1998,['迈克·霍奇斯'],"['黑帮与权力斗争', '犯罪与惩罚', '忠诚与信任', '正义与清明', '暴力与道德', '暴力与道德']"
890,wpdvcrjdshs3rur,"['生死抉择与奋斗', '生存与挑战', '灾难与生存', '科技与未来', '病毒爆发', '人与怪兽的界限']","[10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",我是传奇,['恐怖' '剧情' '动作' '战争' '科幻' '惊悚'],2007,['弗朗西斯·劳伦斯'],"['生死抉择', '生存与挑战', '灾难与生存', '科技与未来', '病毒爆发', '人与机器的界限']"
