,baseCid,cid,algo_type,pay_amt,sd_income,pay_amount,buy_times,duration_type,ip,ip_of_baseCid
2054,,CCTCLxMrbY1612921864880,,,1.0000,,,,汪汪队,猪猪侠
2055,,zOGXLpMHQc1612921864427,,,55.0000,,,,汪汪队,猪猪侠
2056,,XnfVJCZsjf1691143673019,,,0.4000,,,,,猪猪侠
2057,,RqVmIZkcKv1690860161766,,,9.9000,,,,,猪猪侠
2058,,cJkHbeOZrt1614159028262,,,28.0000,,,,汽车世界,猪猪侠
2059,,nmyUqVpBlr1614164299502,,,1.0000,,,,汪汪队,猪猪侠
2060,,dcFXccjtWN1670988679451,,,89.0000,,,,,猪猪侠
2061,,iqiyi_205784401,,,25.6000,,,,,猪猪侠
2062,,iqiyi_218014601,,,22.0000,,,,,猪猪侠
2063,,wdIZnLoVAZ1637670631371,,,3.8000,,,,汽车世界,猪猪侠
2064,,mvMmXYZncl1601214717245,,,28.0000,,,,小猪佩奇,猪猪侠
2065,,TWLFYaSwzS1615262192462,,,2.0000,,,,超级宝贝JoJo,猪猪侠
2066,,iqiyi_246990201,,,89.0000,,,,,猪猪侠
2067,,QtVxlMBLWz1688620704695,,,7.0000,,,,,猪猪侠
2068,,iKibTTGiih1601214717245,,,19.0000,,,,小猪佩奇,猪猪侠
2069,,iKibTTGiih1601214717245,,,19.0000,,,,小猪佩奇,猪猪侠
2070,,DZnXRryQAT1601214717245,,,3.0000,,,,小猪佩奇,猪猪侠
2071,,dNUkdLPkci1585650051748,,,1.0000,,,,超级宝贝JoJo,猪猪侠
2072,UpLHLFCMQR1668147330045,HQxPqhSsuF1598351177549,trex,28.00,18.6600,28.0,1.0,月卡,贝乐虎,
2073,ljBQVzHtwm1604037148198,sgpwcKrtfR1672810832377,trex,19.00,19.0000,19.0,16.0,月卡,,汽车世界
2074,phkGQZijFd1647928892615,IrelgygkKq1647929514030,trex,59.00,59.0000,59.0,3.0,季卡,,
2075,nVyOrQRaYo1679968600759,UpLHLFCMQR1668147330045,replace,28.00,28.0000,28.0,2.0,月卡,,
2076,slWMgbEgMt1599120789021,jTSNGmlBeE1599120789033,trex,22.00,22.0000,22.0,11.0,月卡,贝乐虎,贝乐虎
2077,qJOsiIczzB1603373597958,vyouLBZrvX1593583439097,trex,28.00,28.0000,28.0,4.0,月卡,碰碰狐,碰碰狐
2078,slWMgbEgMt1599120789021,HDatKhEbLZ1641893195135,trex,28.00,28.0000,28.0,3.0,月卡,,贝乐虎
2079,VnnrBvxFry1593583439097,feAEznBoZC1593583439097,trex,55.00,54.9900,55.0,1.0,季卡,碰碰狐,碰碰狐
2080,vyouLBZrvX1593583439097,zcwclLEWFo1642963814110,trex,28.00,9.3300,28.0,4.0,月卡,碰碰狐,碰碰狐
2081,KhsbZzkLaZ1642963809534,zcwclLEWFo1642963814110,trex,28.00,9.3300,28.0,4.0,月卡,碰碰狐,碰碰狐
2082,tirQghKUKE1660817168909,xwYBBiuqvr1656308797464,trex,69.00,69.0000,69.0,1.0,季卡,,
2083,LsmBkVXxMp1665367449962,MdsFlepzec1665367552974,trex,9.90,9.9000,9.9,1.0,月卡,,
2084,OaOjnMnLkx1647928423008,OGHvIwAMne1647929383571,trex,28.00,28.0000,28.0,1.0,月卡,,
2085,ljBQVzHtwm1604037148198,aiakGfssGw1641544936515,trex,19.00,19.0000,19.0,1.0,月卡,咚咚玩具屋,汽车世界
2086,TxwHaxEqjm1678941730402,OZGFxJdCEA1604037148197,trex,1.00,0.5000,1.0,1.0,周卡,汽车世界,
2087,HQxPqhSsuF1598351177549,UpLHLFCMQR1668147330045,trex,28.00,9.3300,28.0,2.0,月卡,,贝乐虎
2088,ANEqaPBcyO1604037148198,wdIZnLoVAZ1637670631371,trex,59.00,29.5000,59.0,5.0,季卡,汽车世界,汽车世界
2089,TxwHaxEqjm1678941730402,wdIZnLoVAZ1637670631371,trex,59.00,29.5000,59.0,5.0,季卡,汽车世界,
2090,aiakGfssGw1641544936515,IBmXUTFbkx1675676578459,trex,9.90,9.9000,9.9,1.0,月卡,,咚咚玩具屋
2091,OZGFxJdCEA1604037148197,wdIZnLoVAZ1637670631371,trex,19.00,19.0000,19.0,1.0,月卡,汽车世界,汽车世界
2092,UaLivpRzDw1685583334164,JuSzOrwyfr1687311770348,trex,28.00,11.2000,28.0,2.0,月卡,,
2093,KcLUnaQzax1682498008320,GExqbHJUww1681277445890,trex,1.00,0.5000,1.0,26.0,周卡,,
2094,wimuVuLlFZ1683612750240,HqeOzujPTe1681873072361,trex,19.00,19.0000,19.0,1.0,月卡,,
2095,VCUzLgyRvM1617008832914,ldxZMnRxqn1608888082433,trex,1.00,1.0000,1.0,1.0,周卡,猪屁登,猪屁登
2096,jMsTXEzeBC1619605033160,sFNqHoKZCg1619605033510,trex,19.00,19.0000,19.0,19.0,月卡,汪汪队,汪汪队
2097,EtoGwzMkmD1673259220418,HgCggrKDkP1629110445085,trex,9.90,3.3000,9.9,1.0,月卡,奶龙、飞狗moco等,
2098,kROHoolNIk1640063267334,fFqrvqxxvq1640063358367,trex,1.00,1.0000,1.0,1.0,周卡,kiki玩具,kiki玩具
2099,cNsdqrBPUp1638513044449,RBvAaGvGgh1679389633642,trex,55.00,55.0000,55.0,1.0,季卡,,
2100,RXTdlQPPxa1681278489730,tZCndpsaOc1622791918814,trex,1.00,1.0000,1.0,1.0,周卡,海绵宝宝,
2101,IQpYYTfeFd1645076577223,KoHwQpBbcc1686537664798,trex,28.00,28.0000,28.0,15.0,月卡,,
2102,BQbEuiIRLv1659950336294,BSXmafdGgF1659951344674,trex,28.00,47.0000,28.0,6.0,月卡,,
2103,jsplXPgXrD1610370360828,RLZoAgfxMa1611919080290,trex,9.90,9.9000,9.9,1.0,月卡,,
2104,KDkfhmYRWg1635160542545,saPqidlzFM1623226261705,trex,28.00,14.0000,28.0,14.0,月卡,大卫,
2105,lCeYjurXcn1622514814775,klYepYWeFQ1622514814969,trex,59.00,59.0000,59.0,3.0,季卡,萌鸡小队,萌鸡小队
2106,NeBzRSmxnm1628047578871,DZnXRryQAT1601214717245,trex,19.00,19.0000,19.0,1.0,月卡,小猪佩奇,小猪佩奇
2107,zdJJsEcVXs1611317557673,FeHZTUARcF1619091750951,trex,28.00,28.0000,28.0,5.0,月卡,,益智宝贝
2108,XXPOjaPFty1623117705663,ENvQjXwyjB1623117703882,trex,28.00,9.3300,28.0,3.0,月卡,汪汪队,汪汪队
2109,jAGHvKfxCC1601282023158,TbbTshzrAF1601006304441,trex,1.00,1.0000,1.0,1.0,周卡,小猪佩奇,小猪佩奇
2110,mvMmXYZncl1601214717245,DZnXRryQAT1601214717245,trex,1.00,0.6600,1.0,1.0,周卡,小猪佩奇,小猪佩奇
2111,OFpVFujiIS1602559136932,jSNVuhSPyl1603880724161,trex,1.00,0.5000,1.0,1.0,周卡,小P优优,小P优优
2112,dcFXccjtWN1670988679451,TWLFYaSwzS1615262192462,trex,28.00,28.0000,28.0,8.0,月卡,超级宝贝JoJo,
2113,RmGrHaFnMr1687336576024,ENvQjXwyjB1623117703882,trex,28.00,9.3300,28.0,3.0,月卡,汪汪队,
2114,rFMPQtDNOM1650507321482,bImMuMlSpl1659592254340,trex,19.00,6.3300,19.0,1.0,月卡,,
2115,dNUkdLPkci1585650051748,AKVzBJYbhO1687937013336,trex,28.00,14.0000,28.0,2.0,月卡,,超级宝贝JoJo
2116,QXbvDDleNt1679036774012,etKRLBvOgd1682499327246,trex,9.90,9.9000,9.9,1.0,月卡,,
2117,ZvFDecUPOv1661238144962,tftfYiDenv1658217865573,trex,19.00,19.0000,19.0,1.0,月卡,,
2118,QynsIojwWy1687934194585,HehoRPwhOF1627630107177,trex,19.00,19.0000,19.0,1.0,月卡,,
2119,dhiCxCbFtY1605749966328,fHeglQCcFW1639364924454,trex,19.00,19.0000,19.0,1.0,月卡,猫小帅,猫小帅
2120,BlIOCuhwOC1606378522264,bImMuMlSpl1659592254340,trex,19.00,6.3300,19.0,1.0,月卡,,奥特曼
2121,zdJJsEcVXs1611317557673,LZhIHgYKUm1670995665830,trex,55.00,27.5000,55.0,2.0,季卡,,益智宝贝
2122,EcjztyVhJg1689303456414,jAGHvKfxCC1601282023158,trex,19.00,19.0000,19.0,1.0,月卡,小猪佩奇,
2123,dcvzdwivpy1650435646286,TyfqYkdGNE1673000446961,trex,1.00,0.5000,1.0,1.0,周卡,,巴啦啦小魔仙
2124,qtnBACokWm1628058824004,eMBAWLznRp1672826079824,trex,55.00,54.9900,55.0,3.0,季卡,,
2125,wimuVuLlFZ1683612750240,YFibQLYiyw1683191451269,trex,55.00,55.0000,55.0,2.0,季卡,,
2126,MPJxFrTdVN1609897895618,jdQEqvkQOg1666159529634,trex,28.00,28.0000,28.0,3.0,月卡,,熊出没
2127,fjHfNtkMSF1683188312819,GExqbHJUww1681277445890,trex,1.00,0.5000,1.0,26.0,周卡,,
2128,vjAHzzUyyH1670483964791,ZFuEAGtOHx1629880899031,trex,28.00,9.3300,28.0,3.0,月卡,迷你小洞,
2129,LtvJiJfApf1619415453935,JVhurpvOTH1638493802133,trex,19.00,19.0000,19.0,1.0,月卡,心奇爆龙战车,心奇爆龙战车
2130,dcFXccjtWN1670988679451,dNUkdLPkci1585650051748,trex,1.00,1.0000,1.0,1.0,周卡,超级宝贝JoJo,
2131,HgCggrKDkP1629110445085,tftfYiDenv1658217865573,trex,6.60,1.6500,6.6,2.0,月卡,,奶龙、飞狗moco等
2132,FWVmMxUoYP1642411241218,IfGVJEPhZY1600778534573,trex,19.00,19.0000,19.0,12.0,月卡,,迷你特工队
2133,iuZIVNxWgi1666776960432,XqtqSKLbRt1623402501729,trex,28.00,28.0000,28.0,15.0,月卡,,
2134,MxNYujRFaS1646877772023,UzvZodUvuU1677743694672,trex,19.00,19.0000,19.0,7.0,月卡,,
2135,jAGHvKfxCC1601282023158,mvMmXYZncl1601214717245,trex,28.00,9.3300,28.0,3.0,月卡,小猪佩奇,小猪佩奇
2136,iOajuTbXSr1626157126025,bkHXBHEHSd1672803042858,trex,1.00,0.5000,1.0,3.0,周卡,,喜羊羊与灰太狼
2137,IMkWsGSwOO1663666745726,WOTVsNhIcM1684399426680,trex,28.00,28.0000,28.0,3.0,月卡,,
2138,GCYErXajDO1617891081760,IOuAdkIkci1617891079856,trex,1.00,0.5000,1.0,1.0,周卡,变形警车珀利,变形警车珀利
2139,dyILJGATFU1662601083618,TbbTshzrAF1601006304441,trex,19.00,19.0000,19.0,1.0,月卡,小猪佩奇,
2140,BQbEuiIRLv1659950336294,BSXmafdGgF1659951344674,trex,19.00,47.0000,19.0,1.0,月卡,,
2141,XGbkFrYFub1599643696220,OtppMhFOsC1667209905048,trex,19.00,19.0000,19.0,1.0,月卡,,白雪公主
2142,MIVbUiMvHd1628663920218,uYCpGBqIPP1673429213823,trex,9.90,9.9000,9.9,1.0,月卡,,巴布
2143,tftfYiDenv1658217865573,iRdDTVcUVg1611236386907,trex,19.00,23.3000,19.0,1.0,月卡,奶龙、飞狗moco等,
2144,lJhIPJGYSL1662084525030,cnJsMXksKs1675301532751,trex,6.60,6.6000,6.6,3.0,月卡,,
2145,bEEhOnpmbd1672716920019,XXPOjaPFty1623117705663,trex,188.00,188.0000,188.0,7.0,半年卡,汪汪队,
2146,ByMjdbFTLz1688528858213,sqTufNIWFr1675222700175,trex,28.00,28.0000,28.0,7.0,月卡,,
2147,TbbTshzrAF1601006304441,DZnXRryQAT1601214717245,trex,28.00,28.0000,28.0,3.0,月卡,小猪佩奇,小猪佩奇
2148,FYmhDPZcUa1665454789383,GwkafFVxtg1682497046866,trex,19.00,19.0000,19.0,1.0,月卡,,
2149,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,69.00,69.0000,69.0,6.0,季卡,,
2150,WJVRowjklL1605063106699,HrdjqqPfPH1659592081029,trex,66.00,66.0000,66.0,1.0,季卡,,奥特曼
2151,NygekjRZff1623117704825,XRncNAIUIC1617853622327,trex,19.00,19.0000,19.0,1.0,月卡,汪汪队,汪汪队
2152,tftfYiDenv1658217865573,EtoGwzMkmD1673259220418,trex,28.00,28.0000,28.0,16.0,月卡,,
2153,OJHqvNQnuC1662615200898,fkGIRyPFBk1611823571585,trex,19.00,19.0000,19.0,1.0,月卡,孙悟空,
2154,tftfYiDenv1658217865573,EtoGwzMkmD1673259220418,trex,1.00,1.0000,1.0,1.0,周卡,,
2155,hsasUCmyrP1622791919526,tZCndpsaOc1622791918814,trex,1.00,0.3300,1.0,1.0,周卡,海绵宝宝,海绵宝宝
2156,LlzCBprKOR1604975827938,zhvxKihfqb1605582983847,trex,19.00,19.0000,19.0,11.0,月卡,奥特曼,奥特曼
2157,rvAULPQvZk1671002879620,ufQwEQtxiR1683336457830,trex,6.60,6.6000,6.6,2.0,月卡,,
2158,dXltUGXmlr1677745985062,eKaheewIAL1656318055631,trex,9.90,9.9000,9.9,1.0,月卡,,
2159,bkHXBHEHSd1672803042858,IcESfMhBYY1680156420347,trex,9.90,9.9000,9.9,1.0,月卡,,
2160,eyJYddvUmw1685583378024,JuSzOrwyfr1687311770348,trex,28.00,11.2000,28.0,2.0,月卡,,
2161,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,trex,19.00,6.3300,19.0,3.0,月卡,,
2162,tnjCztgCUb1681720717579,tlYhGwqlWM1678087081465,trex,19.00,19.0000,19.0,1.0,月卡,,
2163,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,28.00,28.0000,28.0,2.0,月卡,,
2164,WdnrxLWiGQ1606285108233,eofIbLGzgJ1604458768696,trex,6.60,6.6000,6.6,8.0,月卡,,
2165,wMnmkDzCCx1687335278901,MnMnKbICFQ1677035322715,trex,55.00,55.0000,55.0,1.0,季卡,,
2166,dcFXccjtWN1670988679451,sTuXtscHGg1660283881528,trex,28.00,28.0000,28.0,2.0,月卡,,
2167,bkHXBHEHSd1672803042858,iOajuTbXSr1626157126025,trex,28.00,21.0000,28.0,6.0,月卡,喜羊羊与灰太狼,
2168,tftfYiDenv1658217865573,iRdDTVcUVg1611236386907,trex,1.00,23.3000,1.0,1.0,周卡,奶龙、飞狗moco等,
2169,BGwYVyWFTD1624959230250,YwWczrljLP1652836597044,trex,1.00,1.0000,1.0,1.0,周卡,,萌鸡小队
2170,lGdxjypPzW1622791917778,tZCndpsaOc1622791918814,trex,1.00,0.6600,1.0,1.0,周卡,海绵宝宝,海绵宝宝
2171,LkttuGfByQ1687258543520,LZhIHgYKUm1670995665830,trex,1.00,0.3300,1.0,1.0,周卡,,
2172,HgCggrKDkP1629110445085,iRdDTVcUVg1611236386907,trex,9.90,23.3000,9.9,1.0,月卡,奶龙、飞狗moco等,奶龙、飞狗moco等
2173,KcLUnaQzax1682498008320,GExqbHJUww1681277445890,trex,28.00,28.0000,28.0,1.0,月卡,,
2174,DZnXRryQAT1601214717245,UvrHtYYJTA1623318532330,trex,1.00,1.0000,1.0,1.0,周卡,小猪佩奇,小猪佩奇
2175,HrdjqqPfPH1659592081029,bImMuMlSpl1659592254340,trex,19.00,6.3300,19.0,1.0,月卡,,
2176,urJvFAsWrR1655283579583,SuKxeamJYx1680597340876,trex,28.00,27.9900,28.0,13.0,月卡,,
2177,iRdDTVcUVg1611236386907,EtoGwzMkmD1673259220418,trex,28.00,28.0000,28.0,1.0,月卡,,奶龙、飞狗moco等
2178,dyILJGATFU1662601083618,DZnXRryQAT1601214717245,trex,1.00,1.0000,1.0,1.0,周卡,小猪佩奇,
2179,dyILJGATFU1662601083618,dJdSJwnzQh1604043122785,trex,1.00,1.0000,1.0,3.0,周卡,小猪佩奇,
2180,,dcFXccjtWN1670988679451,,,29.5000,,,,,猪猪侠
2181,,zOGXLpMHQc1612921864427,,,28.0000,,,,汪汪队,猪猪侠
2182,,iKibTTGiih1601214717245,,,1.0000,,,,小猪佩奇,猪猪侠
2183,,iKibTTGiih1601214717245,,,1.0000,,,,小猪佩奇,猪猪侠
2184,,iKibTTGiih1601214717245,,,1.0000,,,,小猪佩奇,猪猪侠
2185,,DZnXRryQAT1601214717245,,,59.0000,,,,小猪佩奇,猪猪侠
2186,,KcLUnaQzax1682498008320,,,22.0000,,,,,猪猪侠
2187,,jAGHvKfxCC1601282023158,,,49.0000,,,,小猪佩奇,猪猪侠
2188,,rWSWRUzPoL1601006304441,,,0.5000,,,,小猪佩奇,猪猪侠
2189,,TWLFYaSwzS1615262192462,,,1.0000,,,,超级宝贝JoJo,猪猪侠
2190,,TWLFYaSwzS1615262192462,,,1.0000,,,,超级宝贝JoJo,猪猪侠
2191,,KGGJWPMdPi1642562281891,,,239.0000,,,,汪汪队,猪猪侠
2192,,dNUkdLPkci1585650051748,,,28.0000,,,,超级宝贝JoJo,猪猪侠
2193,CptgmHxwfw1662433257485,ryfUNmAGpk1634714880217,replace,59.00,59.0000,59.0,2.0,季卡,,
2194,HgCggrKDkP1629110445085,RqVmIZkcKv1690860161766,replace,9.90,3.3000,9.9,1.0,月卡,,奶龙、飞狗moco等
2195,gkadmUpzpe1608707396724,ULSacsnYVz1645437483438,replace,28.00,28.0000,28.0,2.0,月卡,,宝宝巴士
2196,zdJJsEcVXs1611317557673,aHDywDRKcj1617789061893,replace,28.00,28.0000,28.0,1.0,月卡,,益智宝贝
2197,GWgdirnldY1603438435115,lDrtHwVULM1619508957537,replace,239.00,239.0000,239.0,1.0,年卡,猫和老鼠,猫和老鼠
2198,tftfYiDenv1658217865573,RqVmIZkcKv1690860161766,replace,9.90,3.3000,9.9,1.0,月卡,,
2199,YFibQLYiyw1683191451269,TYNPSAXJJg1683612665555,replace,239.00,239.0000,239.0,8.0,年卡,,
2200,KcLUnaQzax1682498008320,jeXkANIHVC1672813299745,replace,1.00,1.0000,1.0,2.0,周卡,,
2201,dyILJGATFU1662601083618,MPJxFrTdVN1609897895618,replace,9.90,9.9000,9.9,1.0,月卡,熊出没,
2202,nmyUqVpBlr1614164299502,zOGXLpMHQc1612921864427,replace,1.00,1.0000,1.0,1.0,周卡,汪汪队,汪汪队
2203,RqVmIZkcKv1690860161766,jeXkANIHVC1672813299745,replace,1.00,1.0000,1.0,1.0,周卡,,
2204,eEYPJWEAkn1649833344393,RfJfgkbMTy1620798057392,replace,1.00,1.0000,1.0,1.0,周卡,彩虹宝宝,
2205,FLIKcQjZtw1673252361531,pEhEGDICjb1599120789034,replace,1.00,1.0000,1.0,1.0,周卡,贝乐虎,
2206,FqYduKTWIw1657074073411,aCEOvNYFXj1605249489173,replace,19.00,19.0000,19.0,1.0,月卡,奥特曼,
2207,DqfrvgrVIy1628663920538,ANEqaPBcyO1604037148198,trex,9.90,9.9000,9.9,1.0,月卡,汽车世界,汽车世界
2208,KcLUnaQzax1682498008320,KGGJWPMdPi1642562281891,,19.00,,19.0,1.0,月卡,汪汪队,
2209,VbHulUqOGv1604975827938,acZMEasvmY1632971111574,,1.00,,1.0,1.0,周卡,奥特曼,奥特曼
2210,LnayOICMbZ1601006304441,KGGJWPMdPi1642562281891,,1.00,,1.0,3.0,周卡,汪汪队,小猪佩奇
2211,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,,1.00,,1.0,1.0,周卡,,
2212,HiQCSxBTsu1661836690819,slWMgbEgMt1599120789021,,55.00,,55.0,3.0,季卡,贝乐虎,
2213,MYqzwTgTUJ1670464318083,TWLFYaSwzS1615262192462,,28.00,,28.0,5.0,月卡,超级宝贝JoJo,
2214,jAGHvKfxCC1601282023158,KcLUnaQzax1682498008320,,19.00,,19.0,3.0,月卡,,小猪佩奇
2215,TWLFYaSwzS1615262192462,TWLFYaSwzS1615262192462,,28.00,28.0000,28.0,7.0,月卡,超级宝贝JoJo,超级宝贝JoJo
2216,XGbkFrYFub1599643696220,jAGHvKfxCC1601282023158,,1.00,,1.0,2.0,周卡,小猪佩奇,白雪公主
2217,gkadmUpzpe1608707396724,KcLUnaQzax1682498008320,,19.00,59.0000,19.0,1.0,月卡,,宝宝巴士
2218,nmyUqVpBlr1614164299502,jAGHvKfxCC1601282023158,,28.00,,28.0,12.0,月卡,小猪佩奇,汪汪队
2219,OHfpSPOqVR1650444348251,tftfYiDenv1658217865573,,1.00,0.4000,1.0,1.0,周卡,,小猪佩奇
2220,wgIKFPmLDT1611063103801,tftfYiDenv1658217865573,,89.00,,89.0,6.0,季卡,,动物兄弟
2221,EtoGwzMkmD1673259220418,tftfYiDenv1658217865573,,6.60,1.6500,6.6,2.0,月卡,,
2222,gOFmSTSvqo1621935528034,jAGHvKfxCC1601282023158,,1.00,,1.0,2.0,周卡,小猪佩奇,宝宝巴士
2223,tftfYiDenv1658217865573,tftfYiDenv1658217865573,,1.00,0.4000,1.0,1.0,周卡,,
2224,qPJsvqlZUj1617008833199,jAGHvKfxCC1601282023158,,19.00,,19.0,1.0,月卡,小猪佩奇,小猪佩奇
2225,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,,6.60,1.6500,6.6,2.0,月卡,,
2226,RqVmIZkcKv1690860161766,KcLUnaQzax1682498008320,,59.00,59.0000,59.0,3.0,季卡,,
2227,EtoGwzMkmD1673259220418,KcLUnaQzax1682498008320,,19.00,19.0000,19.0,1.0,月卡,,
2228,RqVmIZkcKv1690860161766,acZMEasvmY1632971111574,,78.00,26.0000,78.0,1.0,季卡,奥特曼,
2229,KGGJWPMdPi1642562281891,tftfYiDenv1658217865573,,1.00,1.6500,1.0,1.0,周卡,,汪汪队
2230,MYqzwTgTUJ1670464318083,tftfYiDenv1658217865573,,1.00,0.4000,1.0,1.0,周卡,,
2231,KGGJWPMdPi1642562281891,jAGHvKfxCC1601282023158,,28.00,,28.0,12.0,月卡,小猪佩奇,汪汪队
2232,nmyUqVpBlr1614164299502,nmyUqVpBlr1614164299502,,89.00,29.6700,89.0,1.0,季卡,汪汪队,汪汪队
2233,RmGrHaFnMr1687336576024,nmyUqVpBlr1614164299502,,9.90,,9.9,1.0,月卡,汪汪队,
2234,GWgdirnldY1603438435115,KcLUnaQzax1682498008320,,28.00,,28.0,2.0,月卡,,猫和老鼠
2235,iRdDTVcUVg1611236386907,tftfYiDenv1658217865573,,19.00,,19.0,1.0,月卡,,奶龙、飞狗moco等
2236,gAUDdFUYiw1678099317551,KcLUnaQzax1682498008320,,1.00,,1.0,2.0,周卡,,
2237,kgiknAsfvi1640939338374,tftfYiDenv1658217865573,,28.00,,28.0,4.0,月卡,,
2238,tftfYiDenv1658217865573,tftfYiDenv1658217865573,,6.60,1.6500,6.6,2.0,月卡,,
2239,hntOUovIVP1625654937913,jAGHvKfxCC1601282023158,,1.00,,1.0,2.0,周卡,小猪佩奇,熊出没
2240,hONzltnDij1635755555937,RYkFLhqgAh1608551836986,trex,28.00,28.0000,28.0,15.0,月卡,宝宝巴士,宝宝巴士
2241,BgcsytFDrq1671006532441,zcwclLEWFo1642963814110,trex,9.90,9.9000,9.9,1.0,月卡,碰碰狐,
2242,feAEznBoZC1593583439097,VnnrBvxFry1593583439097,trex,28.00,28.0000,28.0,2.0,月卡,碰碰狐,碰碰狐
2243,goFvjeeKMG1599120789020,toeRcqNmXs1652150665231,trex,19.00,19.0000,19.0,1.0,月卡,,贝乐虎
2244,tzayrZTxuF1603373597958,FhdxHykxBu1681877699801,trex,28.00,28.0000,28.0,1.0,月卡,,碰碰狐
2245,yIxyNQnmRO1604641798409,XNAygJOfmA1623230232430,trex,19.00,19.0000,19.0,1.0,月卡,兔小贝,兔小贝
2246,toeRcqNmXs1652150665231,slWMgbEgMt1599120789021,trex,55.00,27.5000,55.0,5.0,季卡,贝乐虎,
2247,dcFXccjtWN1670988679451,dNUkdLPkci1585650051748,replace,22.00,23.0000,22.0,9.0,月卡,超级宝贝JoJo,
2248,zwBNDjyeQR1685430516709,qDZzVdpolG1657872794408,replace,89.00,89.0000,89.0,1.0,季卡,,
2249,dcFXccjtWN1670988679451,TWLFYaSwzS1615262192462,replace,1.00,0.3400,1.0,1.0,周卡,超级宝贝JoJo,
2250,jrBIzurAEP1679035460357,jeXkANIHVC1672813299745,replace,239.00,239.0000,239.0,5.0,年卡,,
2251,dcFXccjtWN1670988679451,dNUkdLPkci1585650051748,replace,1.00,23.0000,1.0,1.0,周卡,超级宝贝JoJo,
2252,YTBuXAYvje1679308511455,wcboswBGVb1673858560465,replace,19.00,19.0000,19.0,1.0,月卡,,
2253,eyJYddvUmw1685583378024,rlOJxHkXma1685583289813,replace,28.00,28.0000,28.0,12.0,月卡,,
2254,bkHXBHEHSd1672803042858,iOajuTbXSr1626157126025,replace,1.00,1.0000,1.0,1.0,周卡,喜羊羊与灰太狼,
2255,QzGPadjVum1604641798409,qotbKsuTfl1604641798409,replace,28.00,28.0000,28.0,15.0,月卡,咪好一家,咪好一家
2256,EXsGgDYPlD1602841597268,XBGZjcyXaZ1606285108234,replace,1.00,1.0000,1.0,1.0,周卡,芭比,芭比
2257,wzfAOpaSMQ1612689195955,ToZTRKUEIZ1666598601997,replace,19.00,19.0000,19.0,2.0,月卡,,
2258,TWLFYaSwzS1615262192462,TWLFYaSwzS1615262192462,,1.00,,1.0,1.0,周卡,超级宝贝JoJo,超级宝贝JoJo
2259,FWVmMxUoYP1642411241218,tftfYiDenv1658217865573,,55.00,55.8000,55.0,3.0,季卡,,迷你特工队
2260,ywOplghYKj1652425557762,TWLFYaSwzS1615262192462,,239.00,,239.0,1.0,年卡,超级宝贝JoJo,
2261,iRdDTVcUVg1611236386907,tftfYiDenv1658217865573,,1.00,55.8000,1.0,1.0,周卡,,奶龙、飞狗moco等
2262,WkUZVBNcWC1610977284673,KcLUnaQzax1682498008320,,19.00,,19.0,3.0,月卡,,西游记
2263,KGGJWPMdPi1642562281891,KGGJWPMdPi1642562281891,,1.00,,1.0,1.0,周卡,汪汪队,汪汪队
2264,HgCggrKDkP1629110445085,KGGJWPMdPi1642562281891,,6.60,,6.6,3.0,月卡,汪汪队,奶龙、飞狗moco等
2265,EmGUinUUID1601006304441,KcLUnaQzax1682498008320,,6.60,,6.6,1.0,月卡,,小猪佩奇
2266,zdJJsEcVXs1611317557673,zdJJsEcVXs1611317557673,,1.00,0.6600,1.0,1.0,周卡,益智宝贝,益智宝贝
2267,jAGHvKfxCC1601282023158,TWLFYaSwzS1615262192462,,1.00,,1.0,1.0,周卡,超级宝贝JoJo,小猪佩奇
2268,RqVmIZkcKv1690860161766,tftfYiDenv1658217865573,,19.00,,19.0,1.0,月卡,,
2269,QtVxlMBLWz1688620704695,TWLFYaSwzS1615262192462,,89.00,89.0000,89.0,3.0,季卡,超级宝贝JoJo,
2270,EtoGwzMkmD1673259220418,tftfYiDenv1658217865573,,22.00,,22.0,2.0,月卡,,
2271,pZogsKRQkZ1657252911691,KcLUnaQzax1682498008320,,1.00,,1.0,2.0,周卡,,
2272,TWLFYaSwzS1615262192462,tftfYiDenv1658217865573,,1.00,55.8000,1.0,1.0,周卡,,超级宝贝JoJo
2273,QtVxlMBLWz1688620704695,KGGJWPMdPi1642562281891,,19.00,21.0000,19.0,1.0,月卡,汪汪队,
2274,LNTFOyQTfC1661615799239,jAGHvKfxCC1601282023158,,1.00,,1.0,1.0,周卡,小猪佩奇,
2275,gxRjFdWjFH1625044972991,KGGJWPMdPi1642562281891,,1.00,21.0000,1.0,2.0,周卡,汪汪队,猪猪侠
2276,rDQKmlsNeW1676876134133,tftfYiDenv1658217865573,,1.00,,1.0,1.0,周卡,,
2277,FMUUXZhUDx1622777142364,KGGJWPMdPi1642562281891,,1.00,21.0000,1.0,1.0,周卡,汪汪队,憨豆先生
2278,tftfYiDenv1658217865573,KGGJWPMdPi1642562281891,,6.60,,6.6,3.0,月卡,汪汪队,
2279,biubyeIEjJ1619605032747,KGGJWPMdPi1642562281891,,19.00,,19.0,1.0,月卡,汪汪队,汪汪队
