,aid,title,year,types,themes_cleaned,scores_cleaned,emotion_tags_cut,emotion_scores_cut,emo_size,theme_size
394,mzc00200595vis8,黄皮幽冢,2021,['奇幻' '悬疑' '冒险' '动作'],"['古墓探险', '文化与传承', '勇气与决心']","[10.0, 9.0, 8.0]",[],[],0,3
395,472m7nkdfv4wzso,黑夜传说,2003,['奇幻' '惊悚' '动作' '科幻'],"['人类与魔法生物的冲突', '正义与邪恶', '勇气与决定']","[10.0, 9.0, 8.0]",[],[],0,3
396,w8nsw83o6l6t58w,寒战2,2016,['悬疑' '剧情' '犯罪' '动作'],"['政治与权力', '正义与清明', '警察与侦探']","[10.0, 9.0, 9.0]",[],[],0,3
397,sus0ebamnplg717,致命关系,2016,['悬疑' '惊悚' '犯罪'],"['复仇与救赎', '信任与背叛']","[9.0, 8.0]","['意外', '焦虑', '紧张']","[4.0, 4.0, 3.5]",3,2
398,a25lz1htg8v1cum,功夫熊猫2,2011,['搞笑' '动作' '喜剧' '冒险' '励志' '动画'],"['自我成长', '团队合作', '正义与邪恶']","[10.0, 9.0, 8.0]",[],[],0,3
399,jm7ingmp113qaqu,血战钢锯岭,2016,['传记' '剧情' '动作' '战争' '历史'],"['勇气与决定', '信念与坚持', '自我救赎']","[10.0, 9.0, 8.0]",[],[],0,3
400,mzc00200z4bqhvw,龙与地下城：侠盗荣耀,2023,['奇幻' '冒险' '动作'],"['团队合作', '勇气与决定', '信任与背叛']","[10.0, 9.0, 8.0]",[],[],0,3
401,mzc00200dz1hdtt,东北老丈人,2021,['搞笑' '剧情' '爱情' '喜剧' '亲情' '家庭'],"['宽容与包容', '信任', '乡村文化']","[9.0, 9.0, 8.0]","['欢乐', '喜悦', '幸福']","[9.0, 8.0, 7.0]",3,3
402,y4sjfnvudlhv73j,僵尸新娘,2005,['剧情' '爱情' '奇幻' '喜剧' '音乐' '动画'],"['死亡与爱情', '自由与救赎']","[10.0, 9.0]","['意外', '欢乐', '压抑', '悲伤', '伤心', '幽默']","[3.06, 2.97, 2.72, 2.72, 2.72, 2.64]",6,2
403,y30wuana7g93hlc,诡新娘,2016,['悬疑' '惊悚' '恐怖'],"['阴阳冲突', '灵异现象', '挑战']","[9.0, 9.0, 8.0]","['沉闷', '痛苦', '诡异']","[7.0, 7.0, 5.6]",3,3
404,mzc00200iw8qib0,倚天屠龙记之九阳神功,2022,['武侠' '动作' '古装'],"['江湖武侠', '忠诚与承诺', '勇气与冒险']","[10.0, 9.0, 8.0]","['痛苦', '惨烈', '壮志', '残忍', '鼓舞']","[4.5, 4.0, 4.0, 3.5, 3.5]",5,3
405,6n7q7dodnls5uu6,万箭穿心,2012,['爱情' '剧情' '亲情' '家庭'],"['亲情与成长', '家庭矛盾与和解', '自我救赎']","[10.0, 9.0, 8.0]",[],[],0,3
406,llcj2tlwn1jn8y7,哆啦A梦：伴我同行,2014,['剧情' '动画' '家庭'],"['成长与自我发现', '友谊', '儿童与成长']","[10.0, 9.0, 9.0]","['感动', '温馨']","[4.5, 4.0]",2,3
407,q8415jbzog00lq3,我们的故事,2016,['剧情' '喜剧' '亲情' '家庭' '励志' '历史'],"['家庭与团圆', '亲情与成长', '勇气与决定']","[10.0, 9.0, 8.0]",[],[],0,3
408,vj03pljfxxedtv1,飞鹰计划,1991,['冒险' '喜剧' '动作'],"['团队合作', '勇气与决定']","[10.0, 9.0]",['幽默'],[3.6],1,2
409,1q3didjj314kwih,万能钥匙,2005,['悬疑' '惊悚' '剧情' '恐怖'],"['家庭秘密', '神秘与恐惧', '民间信仰']","[10.0, 9.0, 8.0]",[],[],0,3
410,12qlstzkcmw4oug,染血王国,2007,['惊悚' '剧情' '动作' '战争'],"['信任与背叛', '勇气与决定', '团队合作']","[10.0, 9.0, 8.0]",['爱国'],[2.7],1,3
411,2m021ws1bvnde4q,西游记之再世妖王,2021,['奇幻' '动画' '动作'],"['神话与传说', '文化与传承', '信念与坚持']","[10.0, 9.0, 8.0]",[],[],0,3
412,zlfnjj4p3qxvi6r,红日,1963,['战争' '剧情'],"['民族荣誉', '勇气与决定', '团队合作']","[10.0, 9.0, 8.0]",['爱国'],[5.0],1,3
413,eshodxofa7omesm,哈利·波特与死亡圣器（下）,2011,['动作' '奇幻' '儿童' '科幻' '悬疑' '冒险'],"['勇气与决定', '正义与邪恶', '团队合作']","[10.0, 9.0, 8.0]","['焦虑', '友爱']","[3.06, 2.97]",2,3
414,f8nswyutj4cko0k,制服,2013,['悬疑' '惊悚' '剧情' '犯罪'],"['正义与邪恶', '信任与背叛', '法律与正义']","[10.0, 9.0, 8.0]","['焦虑', '紧张']","[8.0, 7.0]",2,3
415,mzc00200mhyxg8f,昆仑神宫,2020,['冒险' '动作'],"['神话与传说', '文化冲突', '勇敢面对困境']","[10.0, 9.0, 8.0]",[],[],0,3
416,mzc002009ktefn0,保你平安,2022,['剧情' '喜剧'],"['喜剧式励志', '真诚与友谊', '勇敢面对困境']","[10.0, 9.0, 8.0]","['喜悦', '幽默', '振奋']","[5.4, 4.8, 4.2]",3,3
417,5hji3owg0m5yypd,夺命三头鲨,2015,['恐怖' '科幻' '动作'],"['生存与挑战', '环境与自然']","[10.0, 9.0]",[],[],0,2
418,idubxef33n76slz,侏罗纪公园,1993,['惊悚' '冒险' '科幻' '动作'],"['人类与自然的关系', '生命和死亡', '科技与未来']","[10.0, 9.0, 8.0]",[],[],0,3
419,ki0r21vwmy1aga2,邪不压正,2018,['剧情' '喜剧' '武侠' '动作'],"['正义与邪恶', '信任与背叛', '江湖武侠']","[10.0, 9.0, 8.0]","['喜悦', '欢乐', '幽默', '意外', '友爱', '痛苦']","[3.2, 2.8, 2.4, 2.4, 2.1, 2.1]",6,3
420,vqeduf4egjyrc8w,机器人总动员,2008,['冒险' '爱情' '动画' '科幻'],"['环境保护', '人类与机器人的关系', '人工智能']","[10.0, 9.0, 9.0]","['感动', '孤独', '温馨', '伤心', '幸福', '压抑']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]",6,3
421,mzc00200ue8ouna,雷霆沙赞！众神之怒,2022,['冒险' '喜剧' '动作'],"['成长与自我发现', '家庭关系', '勇气与决定']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '幽默']","[4.5, 4.0, 3.5]",3,3
422,yp5rjb7mlt7encw,鬼宿舍,2006,['惊悚' '剧情' '恐怖'],"['心理与健康', '灵异现象', '挑战']","[10.0, 9.0, 8.0]",[],[],0,3
423,eisbbadpbtg4rnd,我是谁,1998,['冒险' '喜剧' '科幻' '动作'],"['记忆与现实', '勇气与决定', '团队合作']","[10.0, 9.0, 8.0]",[],[],0,3
424,budy5x57stdi6oq,南征北战,1952,['战争' '剧情' '历史'],"['民族荣誉', '勇气与决定', '国家荣誉']","[10.0, 9.0, 9.0]","['爱国', '惨烈', '荣耀', '敬意']","[3.3, 2.97, 2.97, 2.64]",4,3
425,fspdrvvec9gxqz4,新大头儿子和小头爸爸之一日成才,2016,['喜剧' '动画' '家庭'],"['亲情与成长', '儿童与成长', '教育']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '快乐']","[3.0, 2.667, 2.667]",3,3
426,mzc00200305wbw2,长白山天池水怪,2020,['悬疑' '冒险' '奇幻' '动作'],"['神秘与恐惧', '灵异现象', '勇敢面对困境']","[9.0, 9.0, 8.0]",[],[],0,3
427,uhm688t5z27n8iw,哆啦A梦：大雄的宇宙小战争2021,2022,['冒险' '剧情' '动画' '科幻'],"['信任', '守护与捍卫', '勇气与决定']","[10.0, 9.0, 8.0]","['欢乐', '喜悦']","[4.5, 4.0]",2,3
428,mzc00200klo51ti,劫后重生之宝藏之谜,2020,['冒险' '恐怖' '爱情' '惊悚'],"['探险与冒险', '勇气与决定']","[10.0, 8.0]",[],[],0,2
429,uvl5rs2euhfgoip,奇异博士,2016,['奇幻' '冒险' '动作' '科幻'],"['个人成长与自我救赎', '信念与坚持']","[10.0, 9.0]",[],[],0,2
430,wtr1lrmk9w72j6x,巴霍巴利王：开端,2015,['剧情' '动作' '奇幻' '战争' '冒险' '历史'],"['家族秘密', '父子/父女', '文化冲突']","[10.0, 9.0, 8.0]","['荣耀', '壮志']","[3.6, 3.2]",2,3
431,ru0gg9oat8tph3e,搜索,2012,['悬疑' '剧情' '爱情'],"['生死抉择', '家庭与团圆', '悬疑解谜']","[9.0, 9.0, 8.0]","['无助', '爱心', '沉闷', '绝望', '鼓舞']","[2.64, 2.64, 2.31, 2.31, 2.31]",5,3
432,5trqqawqak6uxdp,深海狂鲨,1999,['恐怖' '动作' '灾难' '科幻' '惊悚'],"['生存与挑战', '人类与自然的关系']","[9.0, 8.0]",[],[],0,2
433,39gq7y5k4srm654,移动迷宫3：死亡解药,2018,['悬疑' '冒险' '科幻' '动作'],"['生死抉择', '团队合作', '勇气与决定']","[10.0, 9.5, 9.0]",[],[],0,3
434,mzc00200vqn8ki5,寻龙之幽冥地宫,2021,['冒险' '动作'],"['探险与冒险', '勇气与决定', '自我发现']","[10.0, 9.0, 8.0]",[],[],0,3
435,mzc002008qm8oxa,全境封锁,2020,['惊悚' '犯罪' '动作'],"['生存与挑战', '信任与背叛', '犯罪与黑帮']","[10.0, 9.0, 8.0]","['紧张', '敬意', '痛苦', '壮志']","[4.5, 4.5, 4.0, 4.0]",4,3
436,arsauzhxjbnw8pk,海洋奇缘,2016,['奇幻' '歌舞' '喜剧' '家庭' '短片' '冒险' '动画'],"['环保意识', '自我成长', '勇气与决定']","[10.0, 9.0, 8.0]","['喜悦', '友爱']","[9.0, 8.0]",2,3
437,mzc0020010n4j00,红纸鹤,2022,['悬疑' '犯罪'],"['法律与正义', '自我救赎', '信念与坚持']","[10.0, 9.0, 8.0]","['残忍', '痛苦', '绝望', '敬意']","[4.5, 4.0, 4.0, 3.5]",4,3
438,o275c9svl35mdv9,哈利波特4火焰杯,2005,['奇幻' '悬疑' '冒险'],"['信任', '勇气与决定', '魔法与传说']","[10.0, 9.0, 8.0]","['好奇', '友爱', '焦虑', '鼓舞', '治愈', '紧张']","[2.997, 2.997, 2.664, 2.664, 2.331, 2.331]",6,3
439,8lv03zh9yuhm1a2,拯救大兵瑞恩,1998,['战争' '剧情' '历史' '动作'],"['牺牲和奉献', '勇气与冒险', '忠诚与团结']","[10.0, 9.0, 8.0]",[],[],0,3
440,dkq9yfh1dex3hr2,苦菜花,1965,['战争' '剧情'],"['抗日战争', '苦难与抗争', '爱国主义']","[10.0, 9.0, 9.0]",['爱国'],[3.06],1,3
441,spltz5bixa6ahxo,生化危机4：战神再生,2010,['惊悚' '恐怖' '科幻' '动作'],"['生死抉择', '战斗与生存', '人类与生化危机的抗争']","[10.0, 9.0, 8.0]",[],[],0,3
442,m4ry5h1naszjlzh,疯狂原始人,2013,['搞笑' '喜剧' '儿童' '冒险' '动画'],"['家庭与团圆', '勇敢面对困境', '成长与自我发现']","[10.0, 9.0, 9.0]","['欢乐', '喜悦', '轻松']","[5.4, 4.8, 4.2]",3,3
443,5jnb4fae4hzic9g,指环王1：护戒使者,2001,['奇幻' '冒险' '剧情' '动作'],"['团队合作', '勇气与决定', '信任']","[10.0, 9.0, 8.0]",[],[],0,3
444,mzc00200mt43s5r,黄皮子坟,2021,['奇幻' '悬疑'],"['灵异现象', '阴阳冲突', '民间信仰']","[10.0, 9.0, 8.0]",[],[],0,3
445,3fvg46217gw800n,流浪地球,2019,['冒险' '剧情' '灾难' '科幻'],"['生存与挑战', '环境与自然', '团队合作']","[10.0, 9.0, 8.0]",[],[],0,3
446,l73wciwdqfix4qm,疯狂兰蛇,2019,['悬疑' '冒险' '喜剧' '动作'],"['困境与挑战', '勇气与决定']","[10.0, 8.0]",[],[],0,2
447,ey8xq2gu3yfeerb,奇袭,1960,['战争'],"['爱国主义', '勇气与决定', '团结与合作']","[10.0, 9.0, 8.0]",['爱国'],[3.2],1,3
448,1s5e0q6hldrigax,斯巴达300勇士,2006,['奇幻' '战争' '历史' '动作'],"['勇气与决定', '忠诚与团结', '历史与文明']","[10.0, 9.0, 8.0]","['残暴', '敬意', '残忍', '自豪']","[3.06, 2.97, 2.64, 2.38]",4,3
449,mzc00200g2cy0mm,夺命双娇,2020,['犯罪' '亲情' '动作'],"['复仇与救赎', '信任与背叛', '忠诚与团结']","[10.0, 9.0, 8.0]",['友爱'],[9.0],1,3
450,fnp78uevykex5vc,A计划,1983,['喜剧' '犯罪' '动作'],"['团结与合作', '忠诚与承诺', '勇敢面对困境']","[10.0, 9.0, 9.0]",['爱国'],[2.8],1,3
451,2t8gqigktxf78n3,特种部队,2009,['冒险' '动作' '战争' '科幻' '惊悚'],"['正义与邪恶', '勇气与决定', '团队合作']","[10.0, 9.0, 9.0]",[],[],0,3
452,mzc00200r79j2lc,小羊肖恩2：末日农场,2019,['冒险' '喜剧' '动画' '科幻'],"['友谊', '团队合作', '忠诚与承诺']","[10.0, 9.5, 9.0]","['欢乐', '好奇', '紧张', '喜悦', '恐慌', '幸福', '焦虑']","[3.0, 3.0, 3.0, 2.667, 2.667, 2.333, 2.333]",7,3
453,9h8door60ma311n,谍影重重3,2007,['冒险' '剧情' '动作' '悬疑' '惊悚'],"['信任与背叛', '军事行动']","[9.0, 8.0]",[],[],0,2
454,83wyggj7verlr42,突破乌江,1961,['战争' '剧情'],"['抗日战争', '团结与合作', '勇气与决定']","[10.0, 9.0, 8.0]","['敬意', '绝望', '痛苦']","[3.33, 2.997, 2.997]",3,3
455,c4egagk9s7kgpr3,中国兵王,2016,['剧情' '励志' '动作'],"['军事行动', '团队合作', '勇气与决定']","[10.0, 9.0, 8.0]",[],[],0,3
456,mzc002005mt4njy,黄金蜘蛛城,2021,['悬疑' '冒险' '亲情' '爱情'],"['宝藏寻找', '团队合作', '勇敢面对困境']","[10.0, 9.5, 9.0]","['好奇', '友爱', '痛苦', '意外', '压抑']","[2.997, 2.664, 2.664, 2.331, 2.331]",5,3
457,mzc00200rujgpdm,断网,2022,['犯罪'],"['科技与未来', '心理与健康', '犯罪与黑帮']","[10.0, 9.0, 8.0]",[],[],0,3
458,kzhcitf07bg2pxy,美国队长3：内战,2016,['科幻' '冒险' '动作'],"['英雄与责任', '信任与背叛', '团队合作']","[10.0, 9.0, 8.0]","['好奇', '意外', '愤怒']","[3.2, 2.7, 2.4]",3,3
459,qxlvauamtoi399d,恐龙王,2018,['冒险' '喜剧' '励志' '动画'],"['成长与自我发现', '勇气与决定', '友谊']","[9.0, 8.0, 8.0]",[],[],0,3
460,mzc00200ahwvhog,美人鱼,2021,['奇幻' '爱情' '动作'],"['环保意识', '真爱与牺牲', '人类与魔法生物的冲突']","[10.0, 9.0, 8.0]",['爱心'],[5.0],1,3
461,ob3ji0mt2leqz1c,龙珠超：布罗利,2018,['奇幻' '冒险' '动画' '动作'],"['战斗与成长', '正义与邪恶', '人类与魔法生物的冲突']","[10.0, 9.0, 9.0]",['壮志'],[3.2],1,3
462,mzc002004mgy5nn,最可爱的人,2020,['战争' '动画'],"['爱国主义', '勇气与决定', '团结与合作']","[10.0, 9.0, 8.0]","['爱国', '荣耀', '痛苦', '残忍']","[4.0, 3.6, 3.2, 2.4]",4,3
463,mzc00200ilmxmyx,恶到必除,2022,['犯罪' '剧情' '动作'],"['社会平等', '勇敢面对困境', '团队合作']","[10.0, 9.0, 8.0]","['残暴', '惨烈', '敬意', '压迫', '壮志']","[5.0, 4.5, 4.5, 4.0, 4.0]",5,3
464,6wsdkivwkpm200e,卧虎,2006,['剧情' '犯罪'],"['家庭矛盾与和解', '勇敢面对困境']","[9.0, 8.0]",[],[],0,2
465,mzc00200q0tlnv4,熊出没·伴我熊芯,,['喜剧' '动画' '科幻'],"['亲情与成长', '重拾信任', '勇敢面对困境']","[10.0, 9.0, 8.0]",['伤心'],[2.31],1,3
466,mzc00200gyw6u04,一眉先生,2021,['搞笑' '动作' '奇幻' '喜剧' '悬疑' '惊悚'],"['忠诚与团结', '信任', '勇气与冒险']","[10.0, 9.0, 8.0]",['诡异'],[1.6],1,3
467,6gdjrhmwin7k9kd,巴霍巴利王2：终结,2017,['剧情' '动作' '奇幻' '战争' '历史'],"['家族纷争与和解', '勇气与决定', '团结与合作']","[10.0, 9.0, 9.0]",[],[],0,3
468,mzc00200ewo6hkz,芒咕的动物城,2018,['喜剧' '动画'],"['信任', '勇气与决定', '成长与自我发现']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '幽默']","[5.4, 4.8, 4.2]",3,3
469,d2360qs31p6mb9j,夺宝奇兵,1981,['冒险' '恐怖' '动作' '奇幻' '惊悚'],"['探险与冒险', '勇气与决定', '信任']","[10.0, 9.0, 8.0]",[],[],0,3
470,yczrht5fgrvxdg5,红番区,1995,['喜剧' '犯罪' '动作'],"['友谊', '忠诚与团结', '正义与邪恶']","[9.0, 9.0, 8.0]",[],[],0,3
471,y1k1svrj2skmiad,娘子军传奇,2017,['战争' '剧情'],"['女性力量与平等', '信任', '抗日战争']","[10.0, 9.0, 8.0]",['爱国'],[2.97],1,3
472,nce9sjrgzzsyzdr,忌日快乐2,2019,['悬疑' '惊悚' '恐怖'],"['生死抉择', '时间错乱', '多元宇宙']","[10.0, 9.0, 8.0]","['紧张', '绝望']","[4.8, 4.8]",2,3
473,al82o6c7gpd6w5t,A计划续集,1987,['犯罪' '剧情' '喜剧' '动作'],"['团队合作', '勇气与决定', '警察与侦探']","[9.0, 8.0, 8.0]",['欢乐'],[2.97],1,3
474,mzc00200wzato97,秘密决定,2016,['惊悚' '剧情' '历史'],"['政治与权力', '真相与谎言', '历史与文明']","[9.0, 9.0, 8.0]","['意外', '压抑', '紧张', '悲痛', '焦虑', '友爱']","[3.6, 3.6, 3.2, 3.2, 2.8, 2.7]",6,3
475,mzc0020065i1scb,东海人鱼传2,2021,['奇幻' '冒险' '爱情' '古装'],"['神话与传说', '真爱与牺牲']","[10.0, 9.0]","['浪漫', '喜悦']","[3.2, 2.8]",2,2
476,mzc002008x4lh9y,东北告别天团2,,['剧情' '喜剧' '亲情' '搞笑'],"['家庭矛盾与和解', '亲情与成长']","[9.0, 8.0]","['友爱', '喜悦']","[4.5, 4.0]",2,2
477,mzc00200g6ceegg,极寒风暴,2019,['惊悚' '犯罪' '动作'],"['生存与挑战', '冲突与和解', '真相与谎言']","[10.0, 9.0, 8.0]","['意外', '压抑', '敬意', '淡然', '绝望']","[2.97, 2.72, 2.72, 2.64, 2.38]",5,3
478,2zcdm39mrcgbuxh,厉鬼将映,2008,['惊悚' '恐怖'],"['灵异现象', '阴阳冲突', '挑战']","[10.0, 9.0, 8.0]",['诡异'],[2.667],1,3
479,6bxb2yc7mskrdoz,加勒比海盗1：鬼盗船魔咒,2003,['奇幻' '冒险' '动作'],"['宝藏寻找', '正义与邪恶']","[10.0, 8.0]",['好奇'],[3.6],1,2
480,nzg0xj0g3x643k2,呼吸,2018,['剧情' '爱情' '灾难' '科幻' '家庭' '悬疑' '惊悚'],"['环境与自然', '生存与挑战', '家庭与团圆']","[10.0, 9.0, 8.0]",[],[],0,3
481,a3mj24l2jx3fay0,新天龙八部之天山童姥,1994,['武侠' '动作' '古装'],"['江湖武侠', '奇幻与超自然', '师徒关系']","[10.0, 9.0, 8.0]","['荣耀', '敬意']","[4.5, 4.0]",2,3
482,ffbnnbp8iduyi0a,生化危机3：灭绝,2007,['惊悚' '恐怖' '科幻' '动作'],"['灾难与生存', '生存与挑战', '生死抉择']","[10.0, 10.0, 9.0]",[],[],0,3
483,mzc00200a9mx95k,龙脉·八幡神域,2021,['冒险' '剧情' '动作'],"['奇幻与超自然', '神话与传说']","[9.0, 8.0]",[],[],0,2
484,44jy24n86wmax84,大白鲨,1975,['冒险' '恐怖' '剧情' '灾难' '惊悚'],"['人类与自然的关系', '生存与挑战', '挑战']","[10.0, 9.0, 9.0]",[],[],0,3
485,qri73x704693hkr,猛龙神探,1998,['冒险' '喜剧' '犯罪' '动作'],"['忠诚与团结', '勇气与冒险', '欺诈与智慧']","[9.0, 8.0, 8.0]",[],[],0,3
486,g371xvfd1r8rdt3,像素大战,2015,['搞笑' '动作' '喜剧' '科幻' '冒险'],"['人类与外星生物交流', '信任']","[9.0, 8.0]",[],[],0,2
487,feqfsbsngr2re6e,声之形,2016,['剧情' '动画' '爱情'],"['心理与健康', '成长与自我发现', '沟通与理解']","[10.0, 9.0, 8.0]",['治愈'],[2.31],1,3
488,mzc00200rfp71aj,深海蛇难,2022,['惊悚' '灾难' '爱情' '动作'],"['生存与挑战', '勇气与决定', '真爱与选择']","[10.0, 9.0, 8.0]",['黑暗'],[2.1],1,3
489,rmlwul8yr5rgxik,激战,2013,['运动' '剧情' '励志' '动作'],"['团队合作', '勇气与决定', '成长与自我发现']","[10.0, 9.0, 8.0]",[],[],0,3
490,mzc00200uvgh0p1,寻龙传说,2021,['奇幻' '冒险' '动画' '动作'],"['团结与合作', '勇气与决定', '探索与冒险']","[10.0, 9.0, 8.0]",[],[],0,3
491,mzc00200h4d6muf,封神之九曲黄河阵,2021,['奇幻' '爱情' '古装'],"['神话与传说', '文化与传承']","[10.0, 8.0]","['壮志', '压迫']","[3.0, 2.667]",2,2
492,w7vmjen1fzoeygx,蝙蝠侠：黑暗骑士,2008,['剧情' '动作' '科幻' '惊悚' '犯罪'],"['英雄与责任', '正义与邪恶', '信任与背叛']","[10.0, 9.0, 9.0]",[],[],0,3
493,ofii3ph4trxgetv,窈窕赌女2,2016,['冒险' '剧情' '爱情'],"['成长与自我发现', '友谊']","[9.0, 8.0]","['喜悦', '鼓舞', '温馨']","[5.0, 4.0, 3.5]",3,2
494,mzc0020051fdx8v,密室逃生2,2021,['悬疑' '惊悚'],"['困境与挑战', '心理与健康', '悬疑解谜']","[10.0, 9.0, 8.0]",[],[],0,3
495,e2rt42iw6cv1ndq,指环王2：双塔奇兵,2002,['剧情' '动作' '奇幻' '战争' '科幻' '冒险'],"['友谊', '勇气与冒险', '忠诚与团结']","[10.0, 9.0, 8.0]","['荣耀', '友爱', '残暴']","[3.6, 3.2, 2.8]",3,3
496,mzc00200mku06ac,阴阳打更人,2022,['奇幻' '悬疑' '犯罪'],"['法术与传说', '阴阳冲突', '民间信仰']","[10.0, 10.0, 9.0]",['痛苦'],[2.97],1,3
497,ccd36tevohjt9ze,疯狂原始人2,2020,['奇幻' '喜剧' '家庭' '冒险' '动画'],"['家庭与团圆', '成长与自我发现', '友谊']","[9.5, 9.0, 8.5]","['欢乐', '喜悦', '幽默']","[9.0, 8.0, 7.0]",3,3
498,4d87ps7yavm9o4q,良家妇女,1985,['剧情' '伦理'],"['家庭矛盾与和解', '道义与法律', '自我救赎']","[10.0, 9.0, 8.0]",[],[],0,3
499,2xbuwur7uez1ki5,新白蛇传之法海,2018,['剧情' '爱情' '古装'],"['神话与传说', '真爱与选择', '信任与背叛']","[10.0, 9.0, 8.0]","['悲伤', '浪漫', '悲痛', '幸福']","[3.333, 3.0, 3.0, 2.666]",4,3
500,bnquia4kbk3mn51,恐怖游泳馆,2015,['惊悚' '恐怖'],"['挑战', '灵异现象', '生死抉择']","[10.0, 9.0, 8.0]",[],[],0,3
501,9y1gpuu0qmsd65t,兵临城下,2001,['战争' '剧情' '历史'],"['战争与和平', '历史与文明', '勇气与决定']","[10.0, 9.0, 8.0]",[],[],0,3
502,mzc00200rif80ot,复活侏罗纪,2022,['冒险' '亲情' '动作'],"['团队合作', '探索与冒险', '生存与挑战']","[10.0, 9.0, 9.0]",[],[],0,3
503,mzc0020078j67nu,孤胆追踪者,2019,['惊悚' '动作'],"['复仇与救赎', '信任与背叛', '勇敢面对困境']","[10.0, 9.0, 8.0]","['悲痛', '绝望', '壮志', '痛苦', '敬意']","[5.0, 4.5, 4.5, 4.0, 4.0]",5,3
504,39xwd8yw7g8pwoh,生死路,2010,['悬疑' '剧情' '犯罪' '动作'],"['信任与背叛', '道义与法律', '勇气与决定']","[10.0, 9.0, 8.0]",[],[],0,3
505,ug0v89tz75l6quj,暹罗之战,2015,['战争' '剧情' '历史' '动作'],"['民族荣誉', '传统与现代', '勇气与决定']","[10.0, 9.0, 8.0]","['壮志', '压迫', '荣耀', '沉重', '痛苦']","[3.6, 3.0, 2.8, 2.4, 2.4]",5,3
506,t0vhyoc5j9jcuc3,新大头儿子和小头爸爸之秘密计划,2014,['家庭' '儿童' '动画'],"['成长与自我发现', '亲情与成长', '亲情与关怀']","[10.0, 10.0, 9.0]","['温馨', '喜悦']","[9.0, 8.0]",2,3
507,ofhvvsv07z16dym,醉拳2,1994,['喜剧' '动作'],"['武术传承', '师徒关系', '民族荣誉']","[10.0, 9.0, 8.0]",['爱国'],[2.8],1,3
508,eyiul3wq1cj6eel,小美人鱼,1989,['爱情' '奇幻' '家庭' '冒险' '动画'],"['自信', '真爱与选择', '勇敢面对困境']","[10.0, 9.0, 8.0]",['痛苦'],[2.72],1,3
509,wmyudpf89gr3yem,死亡飞车,2008,['犯罪' '惊悚' '科幻' '动作'],"['汽车文化', '复仇与救赎', '生死抉择']","[9.0, 9.0, 8.0]","['压抑', '残暴', '愤怒', '痛苦', '绝望', '悲痛', '壮志', '振奋']","[6.03, 5.36, 4.69, 4.02, 3.35, 2.97, 2.68, 2.64]",8,3
510,nn5ydvujnq0ptak,致命请柬,2011,['恐怖' '剧情' '悬疑' '惊悚' '鬼怪'],"['挑战', '灵异现象']","[9.0, 8.0]",[],[],0,2
511,qbwmqecc3zwb8as,追男仔,1993,['喜剧'],"['信任', '成长与自我发现', '喜剧式励志']","[10.0, 9.0, 8.0]","['欢乐', '喜悦', '幽默']","[4.5, 4.0, 3.5]",3,3
512,mzc00200x7pl0aw,牧野诡事之赤丹珠,,['奇幻' '冒险' '动作'],"['家族秘密', '神秘与恐惧', '勇气与决定']","[10.0, 9.0, 8.0]",[],[],0,3
513,d7wpdfq82ma9mo5,战场,1949,['战争' '剧情' '动作'],"['勇气与决定', '战争与和平', '忠诚与承诺']","[10.0, 9.0, 8.0]",['爱国'],[2.64],1,3
514,yo4mqjh2fiufgx6,特务风云,2006,['悬疑' '惊悚' '剧情'],"['间谍活动', '信任与背叛', '国家荣誉']","[10.0, 9.0, 8.0]",['爱国'],[3.6],1,3
515,b7luyjhoyiuhg6v,黄飞鸿,1991,['剧情' '爱情' '动作' '武侠' '古装'],"['民族荣誉', '武术传承', '师徒关系']","[10.0, 9.0, 8.0]","['壮志', '愤怒', '荣耀', '沉重']","[3.6, 3.2, 3.0, 2.8]",4,3
516,mzc002008yq8kj2,山海经之再见怪兽,2022,['奇幻' '冒险' '动画'],"['成长与自我发现', '友谊', '奇幻与超自然']","[10.0, 9.0, 8.0]","['友爱', '焦虑', '痛苦']","[3.6, 3.2, 2.8]",3,3
517,mzc002007ilyny0,银河宝贝,2021,['冒险' '喜剧' '动画' '动作'],"['信任', '自我成长', '勇敢面对困境']","[10.0, 9.0, 8.0]",[],[],0,3
518,mzc00200o1afivn,绝对忠诚之国家利益,2020,['悬疑' '剧情' '犯罪' '动作'],"['爱国主义', '忠诚与团结', '犯罪与黑帮']","[10.0, 9.0, 8.0]",['爱国'],[4.0],1,3
519,siubyl6cjudi7nt,007之黑日危机,1999,['惊悚' '冒险' '动作'],"['政治与权力', '信任与背叛', '信任与背叛']","[10.0, 9.0, 9.0]",[],[],0,3
520,upahky9ze49u5qy,灰姑娘,1950,['爱情' '奇幻' '歌舞' '家庭' '动画'],"['女性力量与平等', '友谊', '自我与成长']","[10.0, 9.0, 8.0]","['幸福', '喜悦', '温馨']","[4.0, 3.6, 3.2]",3,3
521,mzc002001m5wxlo,名侦探柯南：绯色的子弹,2021,['悬疑' '冒险' '动画' '动作'],"['友谊', '真相与谎言', '探索与冒险']","[10.0, 9.0, 8.0]",[],[],0,3
