,aid,title,year,types,tags_theme,scores_theme,theme_tag,tags_emotion,scores_emotion
756,mzc002005qtw1d4,狼群,2022,['战争' '动作'],"['团结与合作', '牺牲和奉献', '勇气与决心', '能源危机']","[10.0, 9.0, 9.0, 7.0]","['团结', '合作', '牺牲和奉献', '勇气', '决心', '能源危机']","['执行任务', '恐怖势力', '能源危机', '危机', '勇敢', '团结', '地下长城', '险恶', '守护']","[3.4, 3.4, 3.06, 3.06, 2.97, 2.97, 2.72, 2.72, 2.64]"
757,yb9dlibldkjybmy,玩命追踪,2011,['惊悚' '剧情' '犯罪' '动作'],"['团结与合作', '保护与牺牲', '勇气与决心', '犯罪与惩罚']","[10.0, 9.0, 8.0, 7.0]","['团结', '合作', '保护', '牺牲', '勇气', '决心', '犯罪', '惩罚']","['警匪', '侦查', '暴力', '连环杀手', '伸张正义', '嚣张', '痛苦', '英勇', '勇敢']","[3.06, 3.06, 3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.64]"
758,f3fzm25euzzsfio,大白鲨3,1983,['惊悚' '灾难' '恐怖'],"['生存与挑战', '真相与谎言', '灾难与生存']","[10.0, 9.0, 7.0]","['生存', '挑战', '真相', '谎言', '灾难']",['恐慌'],[7.0]
759,mzc00200lojsjys,老师来了！,2022,['剧情' '喜剧' '励志'],"['成长与自我发现', '勇气与决心', '信念与坚持', '团结与合作', '持之以恒']","[10.0, 9.0, 7.0, 6.0, 5.0]","['成长与自我发现', '勇气', '决心', '信念', '坚持', '团结', '合作', '持之以恒']","['勇气', '希望', '成长', '自暴自弃', '校园', '失落', '焦虑']","[2.8, 2.4, 1.6, 1.6, 1.4, 1.4, 1.2]"
760,hqbqtb966bky4y9,痛击,2010,['冒险' '剧情' '犯罪' '动作'],"['复仇与正义', '政治与权力', '犯罪与惩罚']","[10.0, 9.0, 8.0]","['复仇', '正义', '政治', '权力', '犯罪', '惩罚']","['绝望', '痛苦', '沉重', '勇气']","[7.2, 6.4, 5.6, 1.2]"
761,mzc002008wq2yva,怪兽2:史前异种,2020,['冒险' '励志' '亲情' '动作'],"['团结与合作', '亲情与成长', '勇气与决心']","[10.0, 9.0, 8.0]","['团结', '合作', '亲情', '成长', '勇气', '决心']","['勇敢', '团聚', '成长', '探险', '愧疚', '地心', '酒驾', '溶洞', '离婚']","[4.5, 4.0, 3.5, 1.6, 1.6, 1.4, 1.4, 1.2, 1.2]"
762,mzc00200zw72lrg,毒刺入喉,2022,['犯罪' '动作'],"['牺牲和奉献', '团结与合作', '信任', '警察与犯罪']","[10.0, 9.0, 8.0, 7.0]","['牺牲和奉献', '团结', '合作', '信任', '警察', '犯罪']","['英勇', '现实', '悲惨', '勇敢', '边境', '毒品', '正义', '警察']","[2.97, 2.97, 2.97, 2.64, 2.64, 2.64, 2.31, 2.31]"
763,yxo0zf7mwrhbnh2,暗剑,2018,['战争'],"['民族自尊', '爱国主义', '勇气与决心', '牺牲和奉献', '团结与合作', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['民族自尊', '爱国主义', '勇气', '决心', '牺牲和奉献', '团结', '合作', '战争', '和平']","['抗日', '英勇', '胜利', '烂片', '地理位置', '交通线', '侵略', '失利']","[2.97, 2.64, 2.64, 1.7, 1.36, 1.36, 1.36, 1.36]"
764,opq82bnh2jjjlha,十二生肖,2012,['冒险' '喜剧' '动作' '搞笑'],"['团结与合作', '勇气与决心']","[10.0, 9.0]","['团结', '合作', '勇气', '决心']","['爱国', '欢乐', '鼓舞', '合作', '危险', '友爱', '紧张', '幽默', '背叛']","[3.6, 3.2, 2.8, 2.4, 2.4, 2.1, 2.1, 1.8, 1.8]"
765,rali88m8udw2x0u,叶问,2008,['传记' '剧情' '历史' '动作'],"['民族自尊', '勇气与决心', '保护与牺牲', '政治与权力', '恩怨情仇', '父子/父女', '真爱与选择']","[10.0, 10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['民族自尊', '勇气', '决心', '保护', '牺牲', '政治', '权力', '恩怨情仇', '父子/父女', '真爱', '选择']","['自豪', '壮志', '荣耀', '压迫', '敬意', '痛苦']","[3.6, 3.2, 2.8, 1.6, 1.4, 1.4]"
766,5wbdek6rhdur8pe,女人凶猛,2012,['惊悚' '剧情' '喜剧'],"['女性力量与平等', '黑暗幽默', '生活与选择', '友谊与背叛']","[9.0, 9.0, 8.0, 7.0]","['女性力量与平等', '黑暗幽默', '生活', '选择', '友谊', '背叛']","['压抑', '痛苦', '焦虑', '欢乐']","[6.75, 6.0, 5.25, 2.0]"
767,xhl5i4szadxc42g,罪途,2018,['悬疑' '剧情' '犯罪'],"['复仇与正义', '犯罪与惩罚', '友谊与背叛', '警察与犯罪', '勇气与决心']","[10.0, 8.0, 7.0, 6.0, 5.0]","['复仇', '正义', '犯罪', '惩罚', '友谊', '背叛', '警察', '勇气', '决心']","['人性', '回忆', '恐惧']","[4.0, 3.5, 3.5]"
768,ke62g426xcu64zq,蓝精灵：寻找神秘村,2017,['奇幻' '喜剧' '家庭' '冒险' '动画'],"['团结与合作', '成长与自我发现', '勇气与决心', '家庭与团圆', '友谊']","[10.0, 9.0, 9.0, 8.0, 8.0]","['团结', '合作', '成长与自我发现', '勇气', '决心', '家庭', '团圆', '友谊']","['友情', '团结', '成长', '探险', '危险', '神秘村庄', '邪恶', '旅途', '考验']","[3.6, 3.2, 2.8, 2.7, 2.7, 2.4, 2.4, 2.1, 2.1]"
769,p4wkakx91tf39gx,五朵金花,1959,['歌舞' '音乐' '爱情'],"['民族自尊', '真爱与选择', '团结与合作', '音乐与艺术', '传统文化', '自然美景']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['民族自尊', '真爱', '选择', '团结', '合作', '音乐', '艺术', '传统文化', '自然美景']","['感动', '团结']","[4.0, 3.5]"
770,bnb06eqld28sgc4,开心超人2：启源星之战,2014,['冒险' '喜剧' '动画'],"['成长与自我发现', '友谊与合作', '勇气与决心', '环保意识', '科技与未来', '儿童与成长']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['成长与自我发现', '友谊', '合作', '勇气', '决心', '环保意识', '科技', '未来', '儿童', '成长']","['欢乐', '开心', '困难', '友情', '麻烦', '寻找', '挑战']","[3.6, 3.2, 1.6, 1.4, 1.4, 1.2, 1.2]"
771,mzc00200mw60fd9,九叔归来1,2020,['奇幻' '惊悚' '喜剧' '动作'],"['悬疑与谜题', '恶搞与搞笑']","[8.0, 7.0]","['悬疑', '谜题', '恶搞', '搞笑']","['欢乐', '探险', '紧张']","[2.333, 2.333, 2.333]"
772,90d1e0gbf2eineh,霍比特人2：史矛革之战,2013,['奇幻' '冒险' '动作'],"['团结与合作', '勇气与决心', '友谊与背叛', '魔法世界', '政治与权力']","[10.0, 9.0, 8.0, 8.0, 7.0]","['团结', '合作', '勇气', '决心', '友谊', '背叛', '魔法世界', '政治', '权力']","['勇气', '战斗', '团结', '旅程', '危险', '胜利', '奇幻世界', '挑战']","[2.97, 2.97, 2.64, 2.64, 2.64, 2.31, 2.31, 2.31]"
773,mzc00200a7ghbkc,奇门遁甲,2020,['剧情' '动作' '奇幻' '冒险' '武侠' '古装'],"['武侠精神', '古代文明与神秘力量', '江湖武侠']","[10.0, 9.0, 8.0]","['武侠精神', '古代文明与神秘力量', '江湖武侠']","['好奇', '失落', '勇气', '回忆', '痛苦', '壮志', '愤怒', '鼓舞']","[3.6, 3.6, 3.2, 3.2, 3.2, 2.8, 2.8, 2.4]"
774,mzc00200t18jckz,狂蟒惊魂,,['恐怖'],['恩怨情仇'],[10.0],['恩怨情仇'],"['好奇', '惊慌', '意外', '暴力', '恐惧']","[4.5, 4.5, 4.0, 4.0, 3.5]"
775,mzc00200klmveln,四海,2022,['喜剧' '爱情' '动作'],"['父子/父女', '真爱与选择', '友谊']","[10.0, 9.0, 7.0]","['父子/父女', '真爱', '选择', '友谊']","['喜悦', '欢笑', '爱心', '温暖', '遗憾', '伤心']","[4.5, 4.5, 4.0, 1.75, 1.75, 1.5]"
776,bpf71f2alh415do,飓风奇劫,2018,['惊悚' '灾难' '犯罪' '动作'],"['家庭矛盾', '困境与挑战', '亲情与成长', '犯罪与惩罚', '勇气与冒险', '生死抉择']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['家庭矛盾', '困境', '挑战', '亲情', '成长', '犯罪', '惩罚', '勇气', '冒险', '生死抉择']","['勇敢', '合作', '拯救', '风暴', '恐慌', '疏散', '绑架', '气象学家', '抢劫']","[3.6, 3.2, 2.8, 2.4, 2.4, 2.1, 2.1, 1.8, 1.8]"
777,mzc00200a2ogija,迷失之城,2022,['冒险' '喜剧' '动作'],"['困境与挑战', '冒险与挑战', '生活与选择', '团结与合作', '真爱与选择']","[10.0, 10.0, 9.0, 9.0, 8.0]","['困境', '挑战', '冒险', '生活', '选择', '团结', '合作', '真爱']","['浪漫冒险', '欢乐旅程', '生活惊喜', '奇异现实', '残酷丛林', '奇幻现实', '绑架危机']","[4.5, 4.0, 3.5, 1.6, 1.6, 1.4, 1.4]"
778,mzc00200dszoxim,超神保镖,2021,['冒险' '喜剧' '动作'],"['团结与合作', '保护与牺牲', '勇气与决心', '恶搞与搞笑', '友谊']","[10.0, 9.0, 7.0, 6.0, 5.0]","['团结', '合作', '保护', '牺牲', '勇气', '决心', '恶搞', '搞笑', '友谊']","['勇敢', '保镖', '生死危机', '信念', '科研成果', '黑心商人', '奋勇', '安保公司', '追杀']","[3.0, 3.0, 3.0, 2.667, 2.667, 2.667, 2.333, 2.333, 2.333]"
779,2yns8i1rugld5f1,姐妹情仇,1990,['惊悚' '冒险' '动作'],"['友谊与背叛', '勇气与决心', '犯罪与惩罚', '女性力量与平等']","[9.0, 9.0, 8.0, 7.0]","['友谊', '背叛', '勇气', '决心', '犯罪', '惩罚', '女性力量与平等']","['家族纷争', '背叛', '勇敢', '姐妹关系', '阴谋', '牺牲', '冲突', '敌特', '拯救']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
780,porrg8osobrmvs8,蝴蝶效应,2004,['悬疑' '惊悚' '剧情' '科幻'],"['命运与抗争', '梦境与现实', '选择与后果', '真相与谎言', '心理与健康']","[10.0, 9.0, 9.0, 8.0, 8.0]","['命运', '抗争', '梦境', '现实', '选择', '后果', '真相', '谎言', '心理', '健康']","['时空穿梭', '痛苦', '命运', '自我毁灭', '记忆', '无法挽回']","[5.0, 5.0, 4.0, 4.0, 3.5, 3.5]"
781,ba4l99vukuzjanj,魁拔3：战神崛起,2014,['奇幻' '冒险' '动画' '动作'],"['民族自尊', '神话与传说', '勇气与决心', '保护与牺牲']","[9.0, 9.0, 8.0, 7.0]","['民族自尊', '神话', '传说', '勇气', '决心', '保护', '牺牲']","['勇敢', '挑战', '团结', '成长', '危险', '正义', '生死']","[3.3, 3.3, 2.97, 2.97, 2.97, 2.64, 2.64]"
782,c0wplx1n8tvvses,狂野人生,2007,['传记' '剧情' '爱情' '喜剧' '音乐'],"['成长与自我发现', '友谊与支持', '艺术与音乐', '真爱与选择', '自由与反叛']","[10.0, 9.0, 9.0, 8.0, 6.0]","['成长与自我发现', '友谊', '支持', '艺术', '音乐', '真爱', '选择', '自由', '反叛']","['成长', '家庭压抑', '自由', '探险', '分手', '时尚', '无法留住']","[3.06, 3.06, 2.64, 2.38, 2.38, 2.04, 2.04]"
783,p40n4dwdyjinbes,飓风营救2,2012,['剧情' '动作' '亲情' '惊悚' '犯罪'],"['家庭矛盾', '父子/父女', '困境与挑战', '保护与牺牲', '爱与亲情', '犯罪与惩罚']","[10.0, 9.0, 8.0, 8.0, 7.0, 7.0]","['家庭矛盾', '父子/父女', '困境', '挑战', '保护', '牺牲', '爱与亲情', '犯罪', '惩罚']","['暴力', '父爱', '救援', '复仇', '拯救']","[2.72, 2.64, 2.38, 2.38, 2.31]"
784,laraofctuh3mh4q,绣春刀·修罗战场,2017,['剧情' '武侠' '动作' '古装'],"['信任与背叛', '武术精神', '江湖武侠', '恩怨情仇', '政治与权力']","[10.0, 9.0, 9.0, 8.0, 8.0]","['信任', '背叛', '武术精神', '江湖武侠', '恩怨情仇', '政治', '权力']","['英勇', '历史背景', '阴谋', '忠诚', '剧情复杂', '背叛', '乱世']","[3.0, 3.0, 3.0, 2.667, 2.667, 2.667, 2.333]"
785,1v1d6tnz4ugk7kg,反贪风暴4,2019,['悬疑' '剧情' '犯罪' '动作'],"['警察与犯罪', '犯罪与惩罚', '反腐斗争', '团结与合作', '真相与谎言', '勇气与决心']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['警察', '犯罪', '惩罚', '反腐斗争', '团结', '合作', '真相', '谎言', '勇气', '决心']","['调查', '贪腐', '合作', '卧底', '腐败', '正义', '揭露', '打击']","[3.6, 3.6, 3.2, 2.8, 2.8, 2.7, 2.4, 2.1]"
786,1hkj4kis0bxy1qw,半夜叫你别回头,2015,['恐怖' '搞笑' '喜剧' '悬疑' '惊悚'],"['恶搞与搞笑', '悬疑与谜题']","[10.0, 8.0]","['恶搞', '搞笑', '悬疑', '谜题']","['神秘', '鬼影', '危险']","[4.0, 3.5, 3.0]"
787,6i34yx3wefnavyv,小小阳光,2013,['剧情' '爱情'],"['成长与自我发现', '家庭矛盾', '信任', '挫折与挑战', '真爱与选择', '生活与选择']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['成长与自我发现', '家庭矛盾', '信任', '挫折', '挑战', '真爱', '选择', '生活']","['勇敢面对', '生活困境', '希望', '挑战', '失去工作', '爱情克服困难', '现实', '艰难抉择', '新生命']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
788,nedq7rta36h2c80,黑白战场,2005,['剧情' '犯罪'],"['团结与合作', '牺牲和奉献', '警察与犯罪', '犯罪与惩罚', '信任', '持之以恒']","[10.0, 9.0, 8.0, 8.0, 7.0, 6.0]","['团结', '合作', '牺牲和奉献', '警察', '犯罪', '惩罚', '信任', '持之以恒']","['犯罪剧情', '紧张对决', '残酷现实', '警匪', '黑暗世界', '生死边缘', '黑白斗争', '犯罪现场', '悲剧命运', '浪漫爱情', '甜蜜恋情']","[3.6, 3.6, 3.6, 3.2, 3.2, 3.2, 3.2, 2.8, 2.8, 2.7, 2.4]"
789,kfibkg5rcdo452p,007：幽灵党,2015,['犯罪' '惊悚' '冒险' '动作'],"['政治与权力', '复仇与正义', '牺牲和奉献', '信任']","[10.0, 9.0, 8.0, 7.0]","['政治', '权力', '复仇', '正义', '牺牲和奉献', '信任']","['特工', '神秘任务', '邪恶组织', '英勇', '密会', '挑战']","[3.06, 2.72, 2.72, 2.64, 2.38, 2.38]"
790,mzc002003oja1ps,地底怪物,2022,['奇幻' '冒险' '亲情'],"['环境与自然', '生物突变', '灾难与生存', '居住环境', '责任与担当', '勇气与决心']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['环境', '自然', '生物突变', '灾难', '生存', '居住环境', '责任', '担当', '勇气', '决心']","['探险', '污染', '环保意识', '冒险故事', '奇幻世界', '怪物袭击', '生态危机', '勇敢面对', '自然保护']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.72, 2.72, 2.64, 2.64]"
791,mzc00200shcxcyx,边缘行者,2022,['悬疑' '犯罪' '动作'],"['警察与犯罪', '牺牲和奉献', '困境与挑战', '黑帮与权力斗争', '勇气与决心', '真相与谎言']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['警察', '犯罪', '牺牲和奉献', '困境', '挑战', '黑帮与权力斗争', '勇气', '决心', '真相', '谎言']","['揭露真相', '黑暗权力', '正义', '卧底', '权利斗争', '勇敢', '阴谋', '忠诚']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.31]"
792,5dez155powhoke3,终结者3,2003,['惊悚' '冒险' '科幻' '动作'],"['机器人与人类冲突', '生存与抵抗', '人工智能', '技术与道德', '勇气与决心']","[10.0, 9.0, 7.0, 6.0, 5.0]","['机器人与人类冲突', '生存', '抵抗', '人工智能', '技术', '道德', '勇气', '决心']","['院线', '逃亡', '经典', '勇敢', '世界末日', '团结']","[3.06, 3.06, 2.97, 2.64, 2.38, 2.31]"
793,mzc002006ncxgx1,侍神令,2021,['奇幻' '古装'],"['民族自尊', '神话与传说', '古代文明与神秘力量', '团结与合作', '勇气与决心', '信任']","[10.0, 10.0, 9.0, 9.0, 8.0, 8.0]","['民族自尊', '神话', '传说', '古代文明与神秘力量', '团结', '合作', '勇气', '决心', '信任']","['游戏改编', '东方奇幻', '大银幕']","[4.5, 4.0, 3.5]"
794,mzc00200cdb1a6a,坠落,,['运动' '冒险' '动作' '惊悚'],"['困境与挑战', '生死抉择', '亲情疏远与和解', '勇气与决心', '成长与自我发现']","[9.0, 9.0, 8.0, 8.0, 7.0]","['困境', '挑战', '生死抉择', '亲情疏远与和解', '勇气', '决心', '成长与自我发现']","['攀岩', '极限运动', '悲痛失去', '丈夫离世', '电视塔', '身陷绝境', '冒险挑战', '毅力顽强', '团队合作']","[3.06, 3.06, 3.06, 3.06, 2.72, 2.72, 2.64, 2.31, 2.31]"
795,8kw2uo89elwb7as,飞驰人生,2019,['喜剧' '搞笑'],"['团结与合作', '运动精神', '成长与自我发现', '持之以恒', '信任']","[10.0, 8.0, 7.0, 6.0, 5.0]","['团结', '合作', '运动精神', '成长与自我发现', '持之以恒', '信任']","['奋斗', '追求梦想', '团结', '克服困难', '禁赛', '赛车', '挫折', '友谊', '嘲讽']","[3.6, 3.6, 3.2, 2.7, 2.7, 2.4, 2.4, 2.1, 2.1]"
796,mqn4th6zsdepxd8,非凡任务,2017,['剧情' '犯罪' '动作'],"['警察与犯罪', '牺牲和奉献', '反腐斗争', '真相与谎言', '团结与合作', '勇气与决心']","[10.0, 9.0, 9.0, 8.0, 8.0, 7.0]","['警察', '犯罪', '牺牲和奉献', '反腐斗争', '真相', '谎言', '团结', '合作', '勇气', '决心']","['忠诚', '警匪', '毒品', '正义', '卧底', '罪恶', '决心', '金三角', '犯罪分子']","[3.0, 3.0, 3.0, 2.667, 2.667, 2.667, 2.333, 2.333, 2.333]"
797,c4tsexoxc2echy2,阿丽塔：战斗天使,2019,['爱情' '惊悚' '动作' '科幻' '冒险' '动画'],"['信任', '成长与自我发现', '真爱与选择', '人与机器的界限', '团结与合作', '勇气与决心']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['信任', '成长与自我发现', '真爱', '选择', '人与机器的界限', '团结', '合作', '勇气', '决心']","['勇敢', '热血', '坚毅', '残酷', '黑暗', '暴力']","[3.6, 3.2, 2.8, 2.7, 2.4, 2.1]"
798,0oa7e8y22juk60d,铁甲钢拳,2011,['运动' '剧情' '动作' '科幻' '励志'],"['父子/父女', '成长与自我发现', '勇气与决心', '团结与合作', '科技与未来']","[10.0, 9.0, 9.0, 8.0, 6.0]","['父子/父女', '成长与自我发现', '勇气', '决心', '团结', '合作', '科技', '未来']","['父子情', '挑战', '机器人', '困境', '竞争']","[2.8, 1.4, 1.2, 1.2, 1.0]"
799,jihdrbruqxrw15q,最长一枪,2017,['犯罪' '剧情' '动作'],"['困境与挑战', '信任与背叛', '友谊与背叛', '勇气与决心', '恩怨情仇', '保护与牺牲']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['困境', '挑战', '信任', '背叛', '友谊', '勇气', '决心', '恩怨情仇', '保护', '牺牲']","['感人', '探讨人性', '悲剧', '勇敢', '江湖恩怨', '无奈', '救赎', '道德困境', '帕金森病']","[2.97, 2.97, 2.97, 2.64, 2.64, 2.64, 2.31, 2.31, 2.31]"
800,cfrqr2077rtuvdl,银行大劫案,2008,['剧情' '动作' '悬疑' '惊悚' '犯罪'],"['团结与合作', '真相与谎言', '犯罪与惩罚', '信任与背叛', '信任']","[10.0, 9.0, 8.0, 7.0, 5.0]","['团结', '合作', '真相', '谎言', '犯罪', '惩罚', '信任', '背叛']","['罪案解密', '陷入困境', '悬疑惊悚', '阴谋诡计', '犯罪世界', '困境重重']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]"
801,cf1w5v9qabvjwyu,谜情公寓,2004,['悬疑' '剧情' '爱情'],"['悬疑与谜题', '真相与谎言', '心理与健康', '真爱与选择', '困境与挑战', '家庭矛盾']","[10.0, 9.0, 8.0, 7.0, 6.0, 5.0]","['悬疑', '谜题', '真相', '谎言', '心理', '健康', '真爱', '选择', '困境', '挑战', '家庭矛盾']","['悬疑剧情', '失踪', '浪漫爱情', '谜团', '陷阱', '重逢', '追寻真相', '心碎', '寻找爱情']","[2.97, 2.97, 2.64, 2.64, 2.64, 2.31, 2.31, 2.31, 1.98]"
802,ofkv3sjwjfbknxw,捍卫者,2017,['剧情' '动作' '战争' '科幻' '冒险' '历史' '犯罪'],"['民族自尊', '爱国主义', '保护与牺牲', '勇气与决心', '团结与合作', '持之以恒']","[10.0, 10.0, 9.0, 9.0, 8.0, 7.0]","['民族自尊', '爱国主义', '保护', '牺牲', '勇气', '决心', '团结', '合作', '持之以恒']","['科幻冒险', '战争犯罪', '英雄拯救', '历史背景', '暴力场面', '正义之战', '团结合作', '文化差异', '生死边缘']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.64, 2.38, 2.38]"
803,mzc0020067a704x,鲁班四杰之伏龙海眼,2021,['奇幻' '冒险' '动作'],"['团结与合作', '民族自尊', '勇气与决心']","[10.0, 9.0, 7.0]","['团结', '合作', '民族自尊', '勇气', '决心']","['热血', '团结', '探险', '诡异', '智慧', '解谜', '险象环生', '寻宝']","[3.6, 3.2, 3.0, 3.0, 2.8, 2.7, 2.7, 2.4]"
804,mzc00200wey0l6n,突袭之丛林脱险,2020,['剧情' '动作' '奇幻' '科幻' '悬疑' '冒险' '犯罪'],"['团结与合作', '勇气与决心', '生死抉择', '保护与牺牲']","[9.0, 8.0, 6.0, 5.0]","['团结', '合作', '勇气', '决心', '生死抉择', '保护', '牺牲']","['探险', '危险', '勇敢', '背叛', '团结', '生死', '智慧']","[3.06, 3.06, 2.97, 2.72, 2.64, 2.38, 2.31]"
805,e4nthuea4326fxe,英雄时代,2011,['惊悚' '冒险' '动作' '战争'],"['团结与合作', '勇气与决心', '民族自尊', '信任']","[10.0, 9.0, 8.0, 7.0]","['团结', '合作', '勇气', '决心', '民族自尊', '信任']","['牺牲', '勇敢', '任务', '生死存亡', '团结', '训练', '痛苦', '胜利']","[3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
806,mzc00200bxlx18d,蟒山,2022,['奇幻' '冒险'],"['团结与合作', '勇气与决心', '生死抉择', '神话与传说']","[10.0, 9.0, 7.0, 6.0]","['团结', '合作', '勇气', '决心', '生死抉择', '神话', '传说']","['团队合作', '探险', '危险', '成长', '神秘', '人心散乱', '勇敢', '自然', '私欲']","[3.0, 3.0, 3.0, 2.667, 2.667, 2.667, 2.333, 2.333, 2.333]"
807,owyequak2ck3bra,“大”人物,2019,['剧情' '犯罪' '动作'],"['反腐斗争', '警察与犯罪', '团结与合作', '信任', '犯罪与惩罚']","[10.0, 9.0, 9.0, 8.0, 7.0]","['反腐斗争', '警察', '犯罪', '团结', '合作', '信任', '惩罚']","['正义', '调查', '苦难', '勇敢', '现实', '压迫', '坚持', '社会', '腐败']","[2.97, 2.97, 2.97, 2.64, 2.64, 2.64, 2.31, 2.31, 2.31]"
808,65w286u1fwer2fc,诡八楼,2014,['悬疑' '惊悚' '恐怖'],"['灵异现象', '遗忘与寻找真相']","[9.0, 7.0]","['灵异现象', '遗忘与寻找真相']","['老楼', '血腥尸体', '老同学', '钩心斗角', '婚姻危机', '狡诈盘算']","[4.5, 4.5, 4.0, 4.0, 3.5, 3.5]"
809,mu01sbah4rauf44,速度与激情：特别行动,2019,['科幻' '冒险' '犯罪' '动作'],"['团结与合作', '友谊与背叛']","[10.0, 9.0]","['团结', '合作', '友谊', '背叛']","['激情', '合作', '危险', '对抗', '飙车']","[3.6, 3.2, 2.4, 2.4, 2.1]"
810,ojtef164ju7f3rx,道亦有道,2017,['奇幻' '喜剧' '动作'],"['困境与挑战', '真爱与选择', '勇气与决心', '友谊', '持之以恒']","[10.0, 9.0, 8.0, 7.0, 7.0]","['困境', '挑战', '真爱', '选择', '勇气', '决心', '友谊', '持之以恒']","['道法自然', '恶势力', '斩妖除魔', '邪念', '正义', '家人', '僵尸', '勇敢']","[3.06, 3.06, 2.97, 2.72, 2.64, 2.38, 2.38, 2.31]"
811,au0m60tdjavfriw,七剑下天山之修罗眼,2019,['奇幻' '武侠' '爱情' '古装'],"['信任', '江湖武侠', '真爱与选择', '团结与合作', '勇气与决心']","[10.0, 9.0, 8.0, 7.0, 6.0]","['信任', '江湖武侠', '真爱', '选择', '团结', '合作', '勇气', '决心']","['战斗', '追寻', '背叛', '英勇', '命运', '生死', '忠诚']","[3.06, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
812,x3vk9hecwapvl5s,绝岭雄风,1993,['惊悚' '冒险' '动作'],"['勇气与决心', '牺牲与奉献', '团结与合作', '警察与犯罪', '生死抉择']","[10.0, 9.0, 8.0, 6.0, 5.0]","['勇气', '决心', '牺牲', '奉献', '团结', '合作', '警察', '犯罪', '生死抉择']","['勇敢', '探险', '悔恨', '挑战', '拯救', '意外', '求生', '死亡', '危险']","[2.64, 2.64, 2.64, 2.31, 2.31, 2.31, 2.31, 2.31, 2.31]"
813,og3aojlettojsad,巴黎危机,2016,['悬疑' '剧情' '犯罪' '动作'],"['困境与挑战', '信任', '犯罪与惩罚', '勇气与决心']","[9.0, 9.0, 8.0, 7.0]","['困境', '挑战', '信任', '犯罪', '惩罚', '勇气', '决心']","['探险', '危险', '勇敢', '拯救', '挑战', '求生', '死亡', '意外', '悔恨']","[3.4, 3.4, 2.97, 2.64, 2.31, 1.02, 1.02, 0.68, 0.68]"
814,mzc00200sq680j2,藏地奇兵,2022,['悬疑' '冒险' '剧情' '动作'],"['父子/父女', '探索与冒险', '生死抉择']","[10.0, 9.0, 7.0]","['父子/父女', '探索', '冒险', '生死抉择']","['拯救', '勇敢', '挑战', '探险', '危险']","[3.6, 3.2, 2.8, 2.1, 2.1]"
815,brwg1sm4xfwk5h1,蜈蚣,2004,['恐怖' '动作' '惊悚' '科幻' '冒险'],['生物突变'],[9.0],['生物突变'],"['探险', '求生', '意外', '危险']","[4.5, 4.5, 4.0, 4.0]"
816,uw2miiet0dcxld7,环大西洋2：重生,2018,['科幻' '动作'],"['生物突变', '团结与合作', '环境保护', '机器人格斗', '科技与未来']","[10.0, 9.0, 8.0, 7.0, 5.0]","['生物突变', '团结', '合作', '环境保护', '机器人格斗', '科技', '未来']","['拯救', '危险', '勇敢', '死亡', '挑战', '悔恨']","[5.0, 5.0, 4.0, 4.0, 3.0, 3.0]"
817,mzc00200ndn3td9,蛛丝马迹,2021,['惊悚' '剧情' '犯罪'],"['复仇与正义', '犯罪与惩罚', '悬疑与谜题', '真相与谎言', '警察与犯罪']","[10.0, 9.0, 8.0, 7.0, 6.0]","['复仇', '正义', '犯罪', '惩罚', '悬疑', '谜题', '真相', '谎言', '警察']","['危险', '死亡']","[9.0, 8.0]"
818,vhilxy2artzt8a5,300勇士：帝国崛起,2014,['战争' '剧情' '动作'],"['团结与合作', '勇气与决心', '牺牲与奉献', '政治与权力', '战争与和平']","[10.0, 9.0, 8.0, 7.0, 6.0]","['团结', '合作', '勇气', '决心', '牺牲', '奉献', '政治', '权力', '战争', '和平']","['探险', '死亡', '挑战', '求生', '危险', '勇敢', '意外', '悔恨', '拯救']","[3.06, 3.06, 2.97, 2.72, 2.72, 2.64, 2.38, 2.38, 2.31]"
